payment_id,payment_date,amount,payment_method
921,2024-04-28 00:51:33.355023,547.15,Credit Card
922,2024-06-01 11:53:54.418535,746.39,PayPal
923,2024-04-13 13:24:36.021657,440.9,Credit Card
924,2024-09-04 18:27:06.902963,322.22,Credit Card
925,2024-03-14 20:19:58.154476,751.69,Credit Card
926,2024-03-15 00:39:37.162338,407.41,Bank Transfer
927,2024-05-04 00:16:50.139854,230.83,Bank Transfer
928,2024-01-11 03:40:32.953395,218.18,Credit Card
929,2024-07-30 14:31:56.913709,265.04,Credit Card
930,2024-01-02 04:26:11.900854,432.95,PayPal
931,2024-01-06 00:55:03.159515,731.51,PayPal
932,2024-08-06 23:19:36.839868,482.0,Credit Card
933,2024-01-31 22:20:38.163862,801.62,Credit Card
934,2024-04-29 02:06:12.061652,187.27,Credit Card
935,2024-07-29 07:44:29.415658,693.97,PayPal
936,2024-01-27 16:27:04.803156,229.97,Bank Transfer
937,2024-08-18 16:31:39.572781,689.73,Credit Card
938,2024-01-14 17:22:56.573909,521.56,Credit Card
939,2024-04-08 02:11:57.086367,674.98,Bank Transfer
940,2024-02-09 11:00:28.628091,617.1,Credit Card
941,2024-09-04 02:28:35.376410,283.46,PayPal
942,2024-02-21 09:25:35.473263,743.19,Credit Card
943,2024-07-09 22:43:10.804708,506.58,PayPal
944,2024-08-14 19:49:52.511981,823.93,Credit Card
945,2024-08-31 20:02:49.752083,803.06,Credit Card
946,2024-03-15 13:12:02.684161,954.41,Credit Card
947,2024-01-31 10:07:46.259799,334.2,PayPal
948,2024-01-29 19:47:07.831345,562.57,PayPal
949,2024-08-10 14:33:20.130657,402.03,Bank Transfer
950,2024-09-04 03:05:12.290901,319.21,Credit Card
951,2024-09-05 17:59:04.042595,288.33,PayPal
952,2024-03-11 14:49:21.333589,637.8,PayPal
953,2024-06-14 13:12:33.248086,161.9,PayPal
954,2024-03-15 14:42:56.654542,755.58,Bank Transfer
955,2024-08-19 12:43:06.916354,132.42,Credit Card
956,2024-03-08 18:50:43.885343,259.98,Bank Transfer
957,2024-04-14 14:43:53.001136,97.95,PayPal
958,2024-02-22 05:32:12.372357,463.14,Bank Transfer
959,2024-04-12 05:14:35.136964,252.84,Bank Transfer
960,2024-04-27 21:32:56.865970,819.73,Credit Card
961,2024-06-13 15:45:12.704946,938.43,PayPal
962,2024-08-25 03:01:33.808837,134.69,PayPal
963,2024-09-20 23:01:22.435970,789.93,PayPal
964,2024-04-26 02:40:37.215544,529.61,PayPal
965,2024-01-28 14:30:17.730401,112.24,PayPal
966,2024-02-25 01:17:52.678390,994.16,PayPal
967,2024-01-01 19:54:42.045878,325.15,Bank Transfer
968,2024-02-09 20:21:03.788532,609.4,PayPal
969,2024-01-04 03:52:47.525764,116.64,PayPal
970,2024-06-11 13:23:46.481112,128.89,PayPal
971,2024-02-23 09:30:28.117026,18.27,Credit Card
972,2024-05-22 19:06:54.357140,675.29,PayPal
973,2024-05-17 21:56:54.659650,242.27,Credit Card
974,2024-08-06 16:44:15.369028,973.26,PayPal
975,2024-02-21 04:36:33.548581,986.6,Bank Transfer
976,2024-06-21 01:56:08.989585,150.07,PayPal
977,2024-02-03 22:49:02.625364,439.81,Bank Transfer
978,2024-04-07 15:07:43.221092,149.43,Bank Transfer
979,2024-06-05 11:57:04.081029,985.69,Bank Transfer
980,2024-03-13 10:15:08.930304,809.99,PayPal
981,2024-03-13 04:30:59.542212,946.71,Bank Transfer
982,2024-06-18 07:32:11.780862,680.11,Credit Card
983,2024-08-03 16:37:10.920068,915.76,Bank Transfer
984,2024-06-28 16:47:01.665445,550.63,Credit Card
985,2024-08-29 09:58:53.241309,727.04,Bank Transfer
986,2024-01-19 20:48:04.071712,900.37,Bank Transfer
987,2024-07-02 03:30:45.170391,527.32,Bank Transfer
988,2024-04-27 21:25:09.538670,869.6,Credit Card
989,2024-09-12 18:38:22.545681,794.89,PayPal
990,2024-04-17 21:06:04.291840,780.76,Bank Transfer
991,2024-03-13 13:54:44.822366,426.11,PayPal
992,2024-04-01 23:11:33.033236,486.68,Bank Transfer
993,2024-05-11 18:29:57.340440,921.53,Credit Card
994,2024-04-26 06:05:00.561429,796.03,PayPal
995,2024-01-15 03:47:38.748131,861.07,Bank Transfer
996,2024-07-21 02:54:44.618314,737.32,PayPal
997,2024-05-09 02:06:32.753962,351.91,Bank Transfer
998,2024-06-04 21:12:49.338410,522.84,Credit Card
999,2024-04-20 15:16:08.801349,575.28,Bank Transfer
1000,2024-08-10 07:19:08.960428,654.59,PayPal
1001,2024-01-31 23:50:24.544752,380.89,Credit Card
1002,2024-09-01 23:09:26.191787,219.25,Credit Card
1003,2024-01-20 03:40:34.276547,455.05,Credit Card
1004,2024-01-20 15:56:46.257844,553.77,PayPal
1005,2024-07-09 07:46:52.758282,334.06,Credit Card
1006,2024-07-03 21:18:45.701388,666.97,Bank Transfer
1007,2024-08-10 01:10:48.140305,545.9,Bank Transfer
1008,2024-09-06 04:06:11.798807,215.56,Bank Transfer
1009,2024-08-07 04:22:33.635943,927.31,Bank Transfer
1010,2024-02-10 17:35:42.505091,853.37,PayPal
1011,2024-09-05 00:39:09.833240,913.25,PayPal
1012,2024-09-20 22:49:22.054522,894.25,Bank Transfer
1013,2024-05-10 07:41:35.732330,746.63,Bank Transfer
1014,2024-02-02 07:36:40.655144,925.36,Bank Transfer
1015,2024-07-01 07:16:34.374279,97.58,Bank Transfer
1016,2024-08-17 17:23:41.221290,444.77,Credit Card
1017,2024-05-18 01:12:16.177714,178.41,PayPal
1018,2024-09-23 02:23:24.071753,593.45,PayPal
1019,2024-07-27 22:58:59.172181,930.08,Bank Transfer
1020,2024-02-09 14:34:16.830781,140.72,Credit Card
1021,2024-07-21 21:32:03.159904,811.12,Bank Transfer
1022,2024-09-01 09:32:01.179849,305.44,Credit Card
1023,2024-09-03 06:18:12.539655,996.47,Bank Transfer
1024,2024-03-06 15:30:44.653449,185.51,PayPal
1025,2024-02-07 02:44:00.746433,445.21,Bank Transfer
1026,2024-07-11 23:06:19.924751,22.0,Bank Transfer
1027,2024-06-15 14:51:18.155157,984.09,Credit Card
1028,2024-03-11 01:30:36.895091,823.43,PayPal
1029,2024-08-26 08:29:47.046234,85.77,PayPal
1030,2024-07-20 21:09:36.058964,648.33,Credit Card
1031,2024-07-27 21:33:19.967728,182.19,PayPal
1032,2024-06-05 06:10:40.708544,545.22,Bank Transfer
1033,2024-07-26 21:15:16.128272,630.87,PayPal
1034,2024-02-17 00:18:13.478096,302.61,Bank Transfer
1035,2024-08-12 21:32:21.782833,965.05,PayPal
1036,2024-02-27 18:00:00.602414,748.63,Bank Transfer
1037,2024-09-21 04:23:21.083924,425.8,Bank Transfer
1038,2024-03-27 17:03:37.614900,393.33,Bank Transfer
1039,2024-07-27 06:45:16.543385,149.64,Bank Transfer
1040,2024-08-09 21:10:11.071223,288.85,Bank Transfer
1041,2024-07-05 06:36:56.465969,687.86,PayPal
1042,2024-03-13 21:43:57.824387,287.84,Bank Transfer
1043,2024-08-04 03:39:48.998793,161.53,Credit Card
1044,2024-08-23 13:04:55.639205,734.12,PayPal
1045,2024-07-20 00:07:31.515867,471.7,Credit Card
1046,2024-07-11 11:28:28.957458,410.37,PayPal
1047,2024-07-27 22:32:56.149795,607.18,Bank Transfer
1048,2024-04-10 19:59:28.215363,205.72,PayPal
1049,2024-06-17 04:07:41.697620,614.04,PayPal
1050,2024-05-26 12:19:01.950557,220.81,Credit Card
1051,2024-06-07 02:43:02.906279,717.68,PayPal
1052,2024-04-26 13:57:42.862147,637.27,Credit Card
1053,2024-05-19 07:18:38.784491,451.56,Credit Card
1054,2024-07-27 20:39:19.626129,434.46,Credit Card
1055,2024-07-13 10:59:27.928504,137.35,PayPal
1056,2024-07-20 23:08:37.062698,352.28,Credit Card
1057,2024-03-13 11:39:04.409285,572.06,Bank Transfer
1058,2024-02-17 22:41:23.577946,834.53,Bank Transfer
1059,2024-08-13 05:39:50.110487,128.25,PayPal
1060,2024-04-16 06:10:01.965773,480.66,PayPal
1061,2024-06-10 06:19:17.337277,674.94,Bank Transfer
1062,2024-01-08 22:06:16.613364,527.49,Credit Card
1063,2024-05-13 20:34:01.370607,154.54,PayPal
1064,2024-06-15 03:04:11.475732,317.71,Credit Card
1065,2024-03-09 22:14:17.242254,593.2,Bank Transfer
1066,2024-06-07 06:36:53.272820,884.52,PayPal
1067,2024-08-07 15:59:58.773031,504.74,Bank Transfer
1068,2024-03-01 06:27:20.986827,984.25,PayPal
1069,2024-09-04 20:18:26.505589,886.46,PayPal
1070,2024-01-07 07:07:06.911133,615.61,Bank Transfer
1071,2024-06-18 04:28:02.778924,818.24,Bank Transfer
1072,2024-03-27 11:13:24.376243,902.88,Credit Card
1073,2024-04-05 16:00:42.696584,625.83,PayPal
1074,2024-01-17 07:19:13.919391,232.05,Bank Transfer
1075,2024-07-02 21:56:34.769450,816.18,PayPal
1076,2024-04-29 22:37:45.910529,65.17,Bank Transfer
1077,2024-04-09 22:22:43.826566,996.11,PayPal
1078,2024-02-18 02:51:02.724793,528.72,Credit Card
1079,2024-05-05 20:00:08.683046,101.82,PayPal
1080,2024-06-24 23:35:23.790688,684.89,PayPal
1081,2024-04-03 05:24:22.838577,600.56,Bank Transfer
1082,2024-08-15 14:32:35.492859,875.14,Bank Transfer
1083,2024-09-15 15:20:46.627626,745.53,Credit Card
1084,2024-08-06 02:15:21.864190,612.28,Credit Card
1085,2024-02-14 12:38:41.428386,829.75,Bank Transfer
1086,2024-07-27 07:47:03.892349,409.27,Credit Card
1087,2024-06-05 21:30:02.581910,751.24,PayPal
1088,2024-09-16 19:03:53.905312,517.17,Bank Transfer
1089,2024-02-14 19:02:37.293715,326.42,Bank Transfer
1090,2024-07-20 16:27:37.553906,586.65,Bank Transfer
1091,2024-08-09 01:20:44.196666,333.33,Credit Card
1092,2024-06-13 21:35:00.530343,881.5,Credit Card
1093,2024-07-13 22:38:01.137240,149.07,PayPal
1094,2024-09-01 08:38:38.990576,766.56,Credit Card
1095,2024-01-28 13:51:44.328727,641.85,Bank Transfer
1096,2024-05-06 17:18:52.423170,246.74,PayPal
1097,2024-05-21 10:05:11.738771,570.37,Bank Transfer
1098,2024-03-21 08:24:42.964773,503.18,Credit Card
1099,2024-09-03 00:43:18.573301,888.21,PayPal
1100,2024-07-03 16:21:23.091581,671.24,Credit Card
1101,2024-07-19 23:38:48.360321,686.63,Credit Card
1102,2024-08-21 23:18:11.541098,526.89,Credit Card
1103,2024-01-09 03:28:56.324824,114.77,Credit Card
1104,2024-03-17 10:59:02.273763,542.83,Bank Transfer
1105,2024-03-27 01:10:57.674749,197.13,PayPal
1106,2024-01-22 15:12:43.823321,547.0,PayPal
1107,2024-04-07 12:13:47.458164,171.12,Bank Transfer
1108,2024-09-15 15:12:16.506611,352.62,PayPal
1109,2024-02-07 20:19:41.170917,574.24,Credit Card
1110,2024-04-03 03:43:02.491432,180.88,Credit Card
1111,2024-02-22 05:07:02.170610,127.23,Credit Card
1112,2024-05-10 18:52:47.741374,892.11,PayPal
1113,2024-03-26 08:15:25.802040,923.83,Bank Transfer
1114,2024-08-09 02:17:55.048569,986.57,PayPal
1115,2024-02-13 22:10:08.016822,732.66,Bank Transfer
1116,2024-08-17 16:09:26.674179,334.21,Credit Card
1117,2024-06-26 05:07:47.994302,870.84,Bank Transfer
1118,2024-09-21 09:14:45.490123,745.63,Credit Card
1119,2024-03-11 02:59:46.174509,688.88,Credit Card
1120,2024-08-16 18:42:26.194898,538.17,Bank Transfer
1121,2024-05-22 04:16:55.062468,817.99,PayPal
1122,2024-04-26 22:04:30.251482,961.25,Bank Transfer
1123,2024-01-03 01:26:48.153191,897.24,PayPal
1124,2024-06-14 05:31:34.044151,286.84,Credit Card
1125,2024-01-17 03:54:42.481149,304.78,Bank Transfer
1126,2024-03-21 01:09:09.603272,249.38,Credit Card
1127,2024-05-09 02:09:04.909343,672.38,Credit Card
1128,2024-06-28 18:08:23.611775,576.57,Credit Card
1129,2024-04-02 13:19:27.855004,18.51,Bank Transfer
1130,2024-07-13 11:08:37.726001,918.57,PayPal
1131,2024-07-23 19:54:31.826938,536.9,Credit Card
1132,2024-05-05 17:37:33.979287,125.32,Credit Card
1133,2024-06-07 19:14:47.324022,566.23,PayPal
1134,2024-03-04 08:42:43.781442,769.2,PayPal
1135,2024-07-14 14:37:06.009494,695.85,Bank Transfer
1136,2024-02-23 22:20:13.615347,655.24,Bank Transfer
1137,2024-08-31 00:12:23.634912,876.33,Credit Card
1138,2024-09-17 21:54:29.225351,100.94,Credit Card
1139,2024-04-14 13:03:02.402591,292.07,Credit Card
1140,2024-02-07 15:00:51.698339,600.89,Credit Card
1141,2024-09-19 09:21:16.148581,161.02,PayPal
1142,2024-06-30 16:20:12.712194,63.54,Credit Card
1143,2024-08-27 07:06:27.228168,717.91,PayPal
1144,2024-07-17 00:29:35.127212,302.64,PayPal
1145,2024-08-11 02:37:50.235914,36.18,PayPal
1146,2024-05-15 14:21:03.511528,225.0,PayPal
1147,2024-02-18 14:32:21.722540,95.17,PayPal
1148,2024-01-09 07:37:48.673794,98.39,PayPal
1149,2024-03-31 01:33:58.127496,540.49,Bank Transfer
1150,2024-01-28 20:55:02.235206,387.81,PayPal
1151,2024-05-12 09:03:59.113019,486.33,PayPal
1152,2024-02-04 12:21:28.915246,429.97,Credit Card
1153,2024-09-18 02:57:09.851333,833.18,PayPal
1154,2024-01-21 15:15:55.822756,852.47,PayPal
1155,2024-01-21 14:07:38.484876,239.94,PayPal
1156,2024-03-25 04:02:57.964694,26.51,Credit Card
1157,2024-08-27 17:13:58.559604,241.96,Bank Transfer
1158,2024-01-01 00:59:20.159564,351.99,Bank Transfer
1159,2024-07-28 12:53:42.301346,514.95,Bank Transfer
1160,2024-06-27 21:55:14.523798,362.9,Credit Card
1161,2024-08-29 09:58:52.848267,653.87,Bank Transfer
1162,2024-06-13 00:51:44.287173,709.57,Bank Transfer
1163,2024-01-16 02:30:32.205477,635.09,PayPal
1164,2024-04-18 01:01:17.617354,996.54,Credit Card
1165,2024-05-08 05:03:06.336499,813.58,PayPal
1166,2024-07-24 10:20:45.996837,31.99,Credit Card
1167,2024-09-12 16:41:11.219975,726.46,Credit Card
1168,2024-01-01 00:41:48.113507,226.67,PayPal
1169,2024-03-26 11:45:27.587848,409.92,Bank Transfer
1170,2024-02-13 02:28:36.165345,828.19,PayPal
1171,2024-05-04 20:52:19.723602,769.68,Bank Transfer
1172,2024-03-02 08:18:46.320934,569.88,Credit Card
1173,2024-08-09 04:49:19.302859,272.47,Credit Card
1174,2024-04-28 02:05:21.445601,863.74,PayPal
1175,2024-08-28 15:45:51.833733,577.12,PayPal
1176,2024-02-20 13:22:06.085817,370.51,Bank Transfer
1177,2024-05-30 09:12:25.435364,269.15,Bank Transfer
1178,2024-03-17 19:16:00.772191,408.01,Bank Transfer
1179,2024-05-03 05:11:16.982883,785.79,Bank Transfer
1180,2024-07-18 08:50:04.046368,840.6,Bank Transfer
1181,2024-01-25 03:17:29.742443,47.18,PayPal
1182,2024-03-27 23:52:49.256423,228.23,Credit Card
1183,2024-01-02 09:44:04.606325,407.77,Credit Card
1184,2024-01-22 21:29:21.931151,751.7,Bank Transfer
1185,2024-04-21 18:57:18.259366,281.53,Bank Transfer
1186,2024-01-09 13:33:33.591920,231.6,Credit Card
1187,2024-04-06 13:29:44.337545,848.99,Bank Transfer
1188,2024-08-05 20:24:47.041542,953.73,Credit Card
1189,2024-05-16 14:11:23.931425,481.65,Bank Transfer
1190,2024-03-13 09:37:14.016135,729.82,PayPal
1191,2024-06-01 05:11:25.890352,900.74,Credit Card
1192,2024-07-07 12:40:33.714800,651.55,PayPal
1193,2024-09-10 00:00:57.397399,328.78,PayPal
1194,2024-04-18 02:25:15.319768,449.02,Bank Transfer
1195,2024-01-04 16:45:16.146992,526.74,Bank Transfer
1196,2024-09-10 10:56:41.760738,804.61,PayPal
1197,2024-06-23 14:03:21.192813,83.72,Bank Transfer
1198,2024-02-17 06:34:45.088657,204.52,Credit Card
1199,2024-03-30 02:04:31.365949,636.72,Bank Transfer
1200,2024-07-04 12:42:12.506846,686.41,Bank Transfer
1201,2024-07-28 04:06:01.248827,25.92,PayPal
1202,2024-09-09 15:36:54.822650,977.61,PayPal
1203,2024-09-12 11:52:47.899488,662.24,Credit Card
1204,2024-06-16 03:25:42.189342,172.63,PayPal
1205,2024-08-04 05:12:38.581423,976.69,Credit Card
1206,2024-01-12 02:57:40.247897,875.43,Bank Transfer
1207,2024-05-13 09:22:54.654856,664.68,Credit Card
1208,2024-06-09 00:53:09.588332,848.41,PayPal
1209,2024-04-01 14:24:43.006360,139.21,PayPal
1210,2024-07-04 22:45:11.653370,886.76,Bank Transfer
1211,2024-05-23 19:50:00.427549,444.73,PayPal
1212,2024-01-06 23:20:19.773909,392.03,PayPal
1213,2024-05-12 04:13:15.495420,992.99,Bank Transfer
1214,2024-07-13 05:07:28.127702,115.78,PayPal
1215,2024-03-14 05:14:33.613064,735.01,PayPal
1216,2024-01-20 16:24:23.994747,641.05,Bank Transfer
1217,2024-02-23 07:06:26.818671,988.22,Credit Card
1218,2024-08-19 06:41:53.866916,214.77,Credit Card
1219,2024-06-30 03:45:33.607914,818.77,Credit Card
1220,2024-02-16 13:06:04.138570,649.07,PayPal
1221,2024-05-04 17:15:36.323136,240.53,Credit Card
1222,2024-05-10 00:55:46.736619,678.47,Credit Card
1223,2024-04-21 15:24:06.430171,59.93,PayPal
1224,2024-09-02 13:25:29.658499,509.94,PayPal
1225,2024-04-09 13:53:51.136142,359.58,PayPal
1226,2024-01-10 00:17:54.944854,891.69,Credit Card
1227,2024-02-01 19:18:17.013346,447.43,Credit Card
1228,2024-04-22 14:46:07.931096,566.57,Credit Card
1229,2024-08-29 15:58:34.223273,457.72,Credit Card
1230,2024-07-27 22:34:27.330408,595.37,PayPal
1231,2024-06-09 14:14:36.371786,724.6,Bank Transfer
1232,2024-01-26 20:21:23.533490,925.4,Bank Transfer
1233,2024-05-31 15:40:15.144706,997.42,PayPal
1234,2024-01-23 08:53:23.255760,900.3,Credit Card
1235,2024-01-30 13:39:55.371994,654.81,Bank Transfer
1236,2024-06-25 07:31:03.134727,775.54,Credit Card
1237,2024-06-19 05:27:33.251194,583.65,PayPal
1238,2024-05-10 21:23:38.315672,797.68,Credit Card
1239,2024-03-19 02:16:38.326784,70.73,Bank Transfer
1240,2024-06-24 01:03:43.670179,76.28,Bank Transfer
1241,2024-01-20 21:52:05.393530,18.98,PayPal
1242,2024-03-01 20:29:46.958485,909.94,Bank Transfer
1243,2024-03-22 06:16:15.364942,601.89,Bank Transfer
1244,2024-02-18 16:07:27.977927,350.53,PayPal
1245,2024-04-26 08:01:23.622864,624.81,Bank Transfer
1246,2024-02-03 13:08:16.402805,336.17,Bank Transfer
1247,2024-07-26 02:31:41.161095,841.81,Credit Card
1248,2024-08-01 13:13:59.973480,384.11,Credit Card
1249,2024-07-08 07:33:20.849260,37.0,PayPal
1250,2024-08-13 06:43:15.862607,642.14,PayPal
1251,2024-02-04 09:43:46.894830,595.42,Credit Card
1252,2024-07-12 22:29:22.786163,36.54,Bank Transfer
1253,2024-02-07 01:45:07.520426,901.57,Bank Transfer
1254,2024-05-19 09:22:37.836381,872.99,Bank Transfer
1255,2024-04-13 23:56:05.810022,496.81,PayPal
1256,2024-06-08 10:36:33.413953,719.67,Bank Transfer
1257,2024-08-25 14:21:34.741778,394.23,PayPal
1258,2024-08-15 07:24:36.764738,472.54,Credit Card
1259,2024-04-12 20:21:44.753601,363.17,Credit Card
1260,2024-03-01 19:22:36.611492,210.27,Bank Transfer
1261,2024-03-24 17:38:59.383752,210.18,Bank Transfer
1262,2024-02-23 22:46:53.337823,605.79,Bank Transfer
1263,2024-06-23 23:54:29.160711,518.81,PayPal
1264,2024-06-13 15:56:03.643521,284.54,PayPal
1265,2024-09-10 21:00:04.691514,176.55,PayPal
1266,2024-04-14 15:50:14.064783,364.98,Bank Transfer
1267,2024-03-20 17:15:57.096707,185.67,Credit Card
1268,2024-08-24 00:46:26.693071,532.39,Bank Transfer
1269,2024-08-15 05:52:00.618868,406.0,PayPal
1270,2024-06-15 23:16:40.747392,279.61,Credit Card
1271,2024-09-22 02:15:05.305406,708.78,Bank Transfer
1272,2024-01-11 16:59:00.054403,383.67,Bank Transfer
1273,2024-02-27 22:26:39.422808,117.09,PayPal
1274,2024-05-31 07:32:17.492764,99.32,PayPal
1275,2024-01-05 17:00:45.223069,870.18,Bank Transfer
1276,2024-01-26 21:22:37.381945,267.02,Credit Card
1277,2024-06-06 17:45:35.634922,540.64,PayPal
1278,2024-03-10 11:55:54.013103,195.44,Bank Transfer
1279,2024-03-12 02:23:48.578883,934.64,Bank Transfer
1280,2024-01-27 20:52:53.919812,527.67,Credit Card
1281,2024-04-06 23:26:57.095238,585.03,PayPal
1282,2024-02-06 21:11:40.575976,171.04,Credit Card
1283,2024-04-16 09:19:43.420326,850.05,Credit Card
1284,2024-05-14 03:36:41.565079,981.85,Bank Transfer
1285,2024-01-02 06:28:16.853051,451.16,Bank Transfer
1286,2024-04-25 16:55:17.755789,276.67,PayPal
1287,2024-09-02 13:45:44.472047,195.94,Credit Card
1288,2024-03-26 00:10:43.398030,208.25,Credit Card
1289,2024-07-09 18:59:12.377626,53.06,PayPal
1290,2024-02-01 05:25:17.767173,719.67,Credit Card
1291,2024-01-27 04:56:13.360695,369.91,PayPal
1292,2024-09-05 21:34:55.895097,619.09,Credit Card
1293,2024-01-26 12:59:21.488671,367.88,PayPal
1294,2024-06-26 03:30:39.930943,449.62,Credit Card
1295,2024-06-26 12:09:35.531292,796.4,Credit Card
1296,2024-01-13 03:39:29.937531,196.86,PayPal
1297,2024-07-29 03:40:08.100434,337.23,PayPal
1298,2024-05-26 21:51:26.232287,625.88,Bank Transfer
1299,2024-05-10 05:46:05.530017,981.23,Credit Card
1300,2024-08-31 21:55:24.921269,640.58,PayPal
1301,2024-07-30 13:44:49.852735,404.72,Bank Transfer
1302,2024-02-04 07:20:45.808799,767.01,Bank Transfer
1303,2024-03-01 02:56:39.034517,542.6,PayPal
1304,2024-08-08 16:37:58.701937,408.73,Bank Transfer
1305,2024-07-16 04:47:32.899760,89.96,PayPal
1306,2024-03-30 17:54:29.440170,952.01,Bank Transfer
1307,2024-03-28 11:01:47.676538,28.43,Bank Transfer
1308,2024-03-27 14:41:56.464306,651.27,Credit Card
1309,2024-03-25 04:50:57.010202,69.92,Bank Transfer
1310,2024-01-20 03:33:55.267486,697.27,Credit Card
1311,2024-01-21 11:09:54.467317,200.53,Credit Card
1312,2024-08-19 11:21:59.529258,145.35,Bank Transfer
1313,2024-01-28 00:15:22.236758,755.76,Bank Transfer
1314,2024-07-01 05:50:51.523489,138.24,PayPal
1315,2024-03-17 13:58:01.067564,716.66,Bank Transfer
1316,2024-03-26 11:21:47.745829,529.11,Bank Transfer
1317,2024-09-01 17:41:51.905476,306.69,Bank Transfer
1318,2024-01-09 18:05:47.255752,105.6,Credit Card
1319,2024-05-12 10:06:38.922931,607.11,Bank Transfer
1320,2024-04-21 08:11:32.894722,121.35,Bank Transfer
1321,2024-07-06 12:14:28.794712,693.84,Credit Card
1322,2024-08-25 20:26:08.206530,513.45,Credit Card
1323,2024-01-26 02:46:06.885371,798.55,Credit Card
1324,2024-09-19 02:58:15.100474,977.53,Bank Transfer
1325,2024-06-29 14:36:42.019032,203.65,PayPal
1326,2024-04-13 01:33:17.799926,581.36,Bank Transfer
1327,2024-07-26 20:18:36.907922,61.95,Bank Transfer
1328,2024-05-13 02:37:59.429575,887.63,Bank Transfer
1329,2024-05-01 02:17:17.917195,842.26,PayPal
1330,2024-07-03 18:16:10.912970,327.85,Bank Transfer
1331,2024-01-13 14:36:12.814271,229.53,Bank Transfer
1332,2024-04-14 12:49:33.400100,942.11,Credit Card
1333,2024-04-22 22:12:38.181962,374.28,Bank Transfer
1334,2024-02-07 17:37:42.167078,189.72,Bank Transfer
1335,2024-06-08 05:50:20.553555,539.48,PayPal
1336,2024-05-05 05:52:52.262125,506.05,PayPal
1337,2024-06-03 23:56:36.602446,921.66,PayPal
1338,2024-08-13 05:16:26.980448,101.63,PayPal
1339,2024-02-02 09:30:27.533354,244.64,Bank Transfer
1340,2024-01-26 14:16:40.781383,677.86,PayPal
1341,2024-04-07 13:48:01.046656,277.49,Credit Card
1342,2024-08-19 12:48:09.943179,365.5,PayPal
1343,2024-04-29 05:45:37.616531,620.53,Bank Transfer
1344,2024-08-31 02:47:56.990563,164.6,Credit Card
1345,2024-03-12 15:15:22.272042,847.24,PayPal
1346,2024-02-09 19:30:03.331787,775.64,PayPal
1347,2024-03-27 15:40:37.200922,302.98,Bank Transfer
1348,2024-01-26 20:50:36.454481,527.48,Bank Transfer
1349,2024-02-26 00:44:53.567577,874.84,Bank Transfer
1350,2024-08-12 09:41:50.377221,309.19,Credit Card
1351,2024-08-30 11:22:19.844319,354.12,PayPal
1352,2024-06-01 23:04:09.569763,197.92,PayPal
1353,2024-02-18 12:49:49.800254,408.79,Credit Card
1354,2024-01-16 08:27:21.317385,225.09,Bank Transfer
1355,2024-07-16 02:07:22.168067,866.05,Credit Card
1356,2024-04-16 14:25:04.421084,665.75,Credit Card
1357,2024-06-15 05:50:10.984672,327.19,Bank Transfer
1358,2024-05-23 05:25:20.976140,767.26,Bank Transfer
1359,2024-05-15 05:53:30.895961,837.84,PayPal
1360,2024-06-30 07:13:00.223178,30.37,Bank Transfer
1361,2024-03-15 23:52:33.420456,794.7,PayPal
1362,2024-03-17 22:19:34.853148,715.87,PayPal
1363,2024-04-11 08:57:35.699497,748.4,Credit Card
1364,2024-06-13 06:38:08.627041,181.83,Bank Transfer
1365,2024-05-02 03:12:03.203892,515.95,PayPal
1366,2024-05-23 03:55:40.033554,230.27,Credit Card
1367,2024-05-25 20:18:49.988125,950.52,Credit Card
1368,2024-03-04 23:35:05.878092,463.85,PayPal
1369,2024-06-30 02:46:14.230910,919.03,Credit Card
1370,2024-03-15 15:36:24.302052,311.56,Bank Transfer
1371,2024-05-08 13:47:13.677553,40.62,PayPal
1372,2024-09-20 06:26:16.055646,102.31,Credit Card
1373,2024-03-18 16:35:28.894428,355.97,Bank Transfer
1374,2024-03-16 02:28:08.689916,863.4,PayPal
1375,2024-07-31 02:39:30.579480,511.99,Credit Card
1376,2024-01-03 04:27:30.665789,847.82,PayPal
1377,2024-08-13 02:31:40.699702,699.57,Bank Transfer
1378,2024-03-30 11:28:41.129395,438.03,Bank Transfer
1379,2024-09-21 19:29:06.462623,761.57,Bank Transfer
1380,2024-05-13 19:33:28.164099,586.74,Bank Transfer
1381,2024-08-21 16:40:46.951075,650.18,Bank Transfer
1382,2024-04-16 22:23:52.202179,536.12,Credit Card
1383,2024-09-06 09:07:07.627140,981.14,Bank Transfer
1384,2024-04-15 14:23:32.703521,939.76,Credit Card
1385,2024-01-29 16:06:52.926841,27.14,Credit Card
1386,2024-02-25 21:08:49.732992,59.35,PayPal
1387,2024-03-22 16:17:21.071663,53.57,PayPal
1388,2024-09-18 01:16:55.155789,779.41,Bank Transfer
1389,2024-08-26 08:02:10.614841,980.19,Bank Transfer
1390,2024-05-24 07:14:29.406410,25.15,Credit Card
1391,2024-09-14 07:47:13.187729,952.95,PayPal
1392,2024-03-08 00:54:55.116827,439.21,Bank Transfer
1393,2024-02-15 04:28:07.656288,499.76,Bank Transfer
1394,2024-01-25 13:40:57.125814,941.88,Bank Transfer
1395,2024-06-20 23:07:33.338739,996.51,Credit Card
1396,2024-01-19 18:13:23.486348,994.71,Credit Card
1397,2024-07-07 07:28:23.320521,892.82,Credit Card
1398,2024-05-23 18:35:03.242118,329.38,Bank Transfer
