inventory_id,product_id,quantity,last_updated
1370,23,3,2024-09-16 10:29:17.673189
1371,24,91,2024-06-01 06:03:08.598143
1372,78,60,2024-06-08 07:36:15.158370
1373,41,67,2024-08-20 13:52:49.103921
1374,98,51,2024-05-26 17:40:06.996323
1375,12,27,2024-05-22 18:37:27.752672
1376,20,56,2024-06-11 16:26:44.721302
1377,54,13,2024-01-18 20:43:31.349519
1378,20,96,2024-05-22 17:33:22.092848
1379,30,15,2024-08-05 04:36:13.077566
1380,50,98,2024-07-17 20:26:11.067729
1381,65,59,2024-04-16 00:58:58.407338
1382,87,16,2024-08-23 02:32:40.506234
1383,42,77,2024-07-04 20:34:26.456937
1384,26,90,2024-03-04 13:18:26.605635
1385,75,94,2024-02-06 21:09:31.786778
1386,82,72,2024-09-21 06:37:56.252747
1387,66,13,2024-02-16 05:54:23.610907
1388,19,32,2024-06-24 12:00:40.630455
1389,13,22,2024-02-27 10:01:44.513880
1390,27,38,2024-08-30 12:53:35.093297
1391,11,87,2024-06-06 03:41:23.214734
1392,89,0,2024-09-11 01:57:29.049690
1393,45,2,2024-03-15 13:00:45.899858
1394,70,21,2024-08-14 03:26:35.737282
1395,60,21,2024-05-06 00:57:28.518411
1396,100,35,2024-04-23 09:45:58.795210
1397,52,19,2024-04-05 23:12:52.291683
1398,2,50,2024-09-16 15:21:49.209810
1399,53,78,2024-08-18 12:32:13.835991
1400,61,2,2024-08-20 22:49:29.741961
1401,45,59,2024-01-15 17:57:39.860311
1402,36,6,2024-07-14 02:22:14.719854
1403,84,98,2024-02-02 12:59:44.659828
1404,62,90,2024-06-21 19:51:01.423697
1405,75,54,2024-07-04 09:54:11.931515
1406,35,4,2024-03-25 19:01:20.648821
1407,85,19,2024-04-10 13:45:40.286609
1408,57,7,2024-08-06 01:52:30.920065
1409,75,90,2024-09-23 03:59:04.170945
1410,45,13,2024-09-04 14:45:42.972578
1411,62,31,2024-07-02 01:40:20.314809
1412,11,45,2024-04-16 23:18:55.981226
1413,10,75,2024-06-18 13:24:00.698403
1414,68,73,2024-07-09 03:09:37.948750
1415,89,26,2024-05-01 15:00:55.914439
1416,59,64,2024-02-18 10:14:35.426496
1417,81,53,2024-09-23 04:09:06.826160
1418,70,0,2024-09-05 00:15:55.900573
1419,22,83,2024-04-29 04:35:40.576671
1420,72,52,2024-05-07 19:58:12.440664
1421,96,35,2024-04-12 21:37:12.159905
1422,8,77,2024-07-11 14:53:08.930911
1423,75,51,2024-01-25 04:48:50.690120
1424,65,88,2024-06-19 11:13:41.828415
1425,91,55,2024-06-23 22:06:41.628997
1426,74,17,2024-01-20 12:19:54.580479
1427,38,7,2024-02-10 22:19:55.532345
1428,25,19,2024-06-09 20:39:59.856099
1429,22,44,2024-03-29 07:56:18.981379
1430,99,8,2024-03-16 14:37:59.691826
1431,14,10,2024-06-23 00:06:58.794421
1432,24,98,2024-06-16 18:40:25.087620
1433,51,84,2024-06-29 17:19:04.332503
1434,82,99,2024-08-22 21:40:30.796914
1435,97,85,2024-01-07 18:07:27.344628
1436,9,50,2024-01-21 10:51:19.864702
1437,2,91,2024-09-19 03:59:11.354089
1438,42,47,2024-01-26 13:53:03.149113
1439,40,66,2024-08-21 10:43:01.416992
1440,78,77,2024-03-23 13:45:19.339332
1441,28,29,2024-07-25 10:41:53.267160
1442,92,57,2024-01-07 16:12:21.308789
1443,7,25,2024-07-19 22:07:04.431941
1444,91,55,2024-06-15 16:08:48.678449
1445,85,65,2024-07-11 19:15:28.583508
1446,6,93,2024-06-18 14:38:40.730465
1447,1,58,2024-06-29 23:06:48.923274
1448,26,72,2024-05-30 01:31:05.420532
1449,18,70,2024-09-05 00:17:34.941347
1450,31,97,2024-02-14 16:50:55.847713
1451,15,15,2024-04-06 13:59:58.143694
1452,56,57,2024-06-28 00:27:21.896054
1453,54,38,2024-07-16 21:12:54.455747
1454,52,20,2024-01-26 04:52:31.363016
1455,43,66,2024-05-04 13:55:58.335107
1456,79,85,2024-07-21 23:06:11.986354
1457,17,47,2024-03-17 11:19:01.671734
1458,11,36,2024-09-02 19:11:06.915243
1459,24,97,2024-02-06 22:48:53.163398
1460,70,89,2024-03-09 11:57:57.200505
1461,68,56,2024-03-09 03:18:29.714697
1462,1,21,2024-07-02 12:01:43.605079
1463,38,54,2024-08-21 17:20:44.930408
1464,60,12,2024-02-26 21:59:14.262163
1465,34,92,2024-08-09 05:51:29.784498
1466,13,89,2024-05-18 23:49:09.734627
1467,64,97,2024-03-30 05:04:32.572147
1468,19,87,2024-07-03 12:52:42.196189
1469,83,27,2024-09-10 04:40:10.978823
1470,73,87,2024-07-03 12:39:57.503683
1471,15,77,2024-05-03 04:41:08.788428
1472,68,10,2024-05-27 20:10:03.737440
1473,45,68,2024-08-10 20:54:21.875916
1474,26,99,2024-07-15 13:20:42.687371
1475,70,35,2024-08-13 11:46:50.085911
1476,62,75,2024-02-23 10:58:39.595759
1477,77,72,2024-03-23 05:49:47.243191
1478,11,40,2024-08-22 09:13:46.057151
1479,37,85,2024-07-08 06:28:25.696029
1480,23,21,2024-05-12 06:48:39.852579
1481,28,92,2024-05-23 04:01:54.848006
1482,49,89,2024-07-27 17:27:25.360238
1483,72,18,2024-01-30 00:57:24.557025
1484,97,17,2024-05-17 16:00:58.737831
1485,59,65,2024-09-08 21:02:12.826033
1486,25,65,2024-06-29 04:11:44.518967
1487,39,1,2024-09-17 01:45:12.064975
1488,86,93,2024-07-06 13:17:37.485625
1489,78,86,2024-05-19 05:35:23.979054
1490,24,29,2024-02-12 02:07:04.720000
1491,61,13,2024-04-08 09:49:12.161571
1492,47,11,2024-02-23 08:56:02.971710
1493,18,12,2024-01-01 00:33:14.171933
1494,93,17,2024-02-11 14:08:07.441375
1495,39,96,2024-08-07 15:31:11.451302
1496,71,86,2024-06-14 23:46:38.823822
1497,32,25,2024-05-23 04:02:38.076023
1498,44,5,2024-01-09 20:49:14.338079
1499,13,88,2024-07-26 00:26:27.422098
1500,30,23,2024-02-17 14:55:20.889627
1501,81,90,2024-09-22 05:45:33.889025
1502,61,63,2024-06-05 18:35:21.622212
1503,31,20,2024-07-06 05:04:48.859760
1504,37,29,2024-09-03 23:13:36.972094
1505,17,14,2024-09-07 22:28:30.702410
1506,60,37,2024-04-17 15:43:56.199240
1507,74,37,2024-02-23 17:54:23.375225
1508,59,16,2024-05-08 11:49:54.145395
1509,100,21,2024-04-24 12:05:53.491010
1510,11,16,2024-04-28 20:43:34.402146
1511,24,17,2024-08-17 08:42:46.694544
1512,55,88,2024-02-01 04:56:56.332092
1513,52,90,2024-02-27 10:54:31.616957
1514,67,75,2024-01-13 06:00:38.888869
1515,72,30,2024-01-05 21:00:44.638310
1516,8,13,2024-09-02 06:23:17.766693
1517,48,56,2024-06-04 19:06:51.797808
1518,56,100,2024-06-19 14:12:28.652072
1519,82,4,2024-04-20 11:23:39.588653
1520,51,58,2024-05-05 18:38:36.474714
1521,96,38,2024-08-29 18:48:06.102462
1522,79,68,2024-01-16 15:22:32.722264
1523,23,6,2024-06-21 05:24:04.813321
1524,5,43,2024-03-23 06:03:33.226473
1525,59,92,2024-09-09 18:21:07.442399
1526,9,97,2024-02-06 21:35:02.315935
1527,92,35,2024-01-14 13:32:11.924223
1528,60,24,2024-02-17 06:11:26.658504
1529,9,20,2024-05-08 16:38:22.293122
1530,63,81,2024-02-24 19:32:14.033025
1531,97,20,2024-04-12 11:05:27.125778
1532,100,45,2024-04-15 06:53:55.822399
1533,84,5,2024-03-21 03:24:52.096568
1534,29,18,2024-03-27 01:44:32.251882
1535,3,100,2024-07-25 20:10:43.458371
1536,74,23,2024-06-06 22:19:12.639317
1537,29,59,2024-05-01 23:58:53.212317
1538,13,13,2024-05-04 23:15:16.342143
1539,27,72,2024-04-29 15:05:01.025909
1540,21,70,2024-09-18 04:57:15.383800
1541,71,8,2024-03-19 05:03:33.163369
1542,57,88,2024-01-23 20:32:35.350041
1543,95,95,2024-03-29 10:38:33.492936
1544,72,5,2024-01-12 03:13:57.413055
1545,43,3,2024-07-15 11:11:57.552229
1546,39,5,2024-09-13 07:28:16.564603
1547,86,4,2024-01-15 17:59:45.041894
1548,81,90,2024-02-27 17:39:12.127182
1549,88,79,2024-08-06 22:51:23.977290
1550,73,63,2024-02-11 14:04:00.381330
1551,36,85,2024-05-06 13:57:30.115919
1552,19,44,2024-02-17 09:03:24.281058
1553,55,87,2024-05-25 17:49:34.495617
1554,31,23,2024-06-06 01:37:16.640225
1555,24,10,2024-09-13 23:46:16.019316
1556,84,94,2024-02-20 16:35:54.060608
1557,32,45,2024-06-26 11:05:39.475652
1558,81,28,2024-05-13 14:03:03.957403
1559,90,66,2024-06-11 20:28:57.140955
1560,59,56,2024-08-08 21:45:35.628391
1561,79,30,2024-02-28 22:34:09.250436
1562,6,16,2024-01-26 20:06:22.477208
1563,7,81,2024-07-21 21:14:28.686536
1564,86,28,2024-01-17 04:27:55.999434
1565,80,43,2024-03-02 00:38:40.532915
1566,46,84,2024-05-27 14:36:47.361534
1567,73,0,2024-06-18 07:45:42.259033
1568,53,53,2024-08-12 14:30:33.192657
1569,93,87,2024-01-10 20:00:53.760710
1570,89,8,2024-03-07 08:10:53.063684
1571,41,51,2024-05-04 15:08:51.915836
1572,30,19,2024-08-08 04:41:41.954902
1573,44,68,2024-06-23 19:57:24.596791
1574,35,41,2024-09-17 10:53:06.144486
1575,2,33,2024-03-12 08:07:54.161375
1576,56,54,2024-06-07 21:16:33.656778
1577,15,11,2024-04-05 20:07:31.940496
1578,52,62,2024-05-25 02:14:51.934177
1579,82,95,2024-02-12 04:13:10.228511
1580,84,38,2024-04-16 01:25:21.156480
1581,21,100,2024-05-17 01:01:27.294384
1582,27,68,2024-08-20 22:24:00.162208
1583,65,19,2024-04-07 20:18:12.212165
1584,54,87,2024-01-08 18:22:22.452229
1585,3,26,2024-07-04 04:22:47.324931
1586,95,64,2024-05-30 07:00:10.507384
1587,5,17,2024-09-11 03:43:29.750534
1588,87,26,2024-09-04 05:31:57.032656
1589,5,20,2024-05-19 09:30:47.528126
1590,57,41,2024-06-09 17:42:32.284640
1591,37,79,2024-04-13 10:50:12.554507
1592,40,81,2024-03-21 02:03:51.705784
1593,67,79,2024-08-02 21:20:35.601921
1594,9,40,2024-07-26 03:33:04.102817
1595,17,24,2024-06-12 21:10:09.114473
1596,2,8,2024-01-05 09:33:18.445430
1597,45,35,2024-05-25 07:45:20.826693
1598,20,77,2024-01-04 17:37:21.962198
1599,79,85,2024-04-28 15:05:14.967745
1600,48,80,2024-07-04 21:41:47.533174
1601,98,0,2024-04-05 19:31:30.942355
1602,6,99,2024-04-14 05:44:37.907529
1603,17,16,2024-01-05 14:04:35.832589
1604,65,58,2024-08-23 15:48:15.405814
1605,21,14,2024-05-18 14:07:09.470833
1606,30,8,2024-07-19 06:30:57.416839
1607,78,46,2024-08-16 11:09:45.123636
1608,97,66,2024-07-06 04:09:30.424976
1609,37,47,2024-08-27 10:34:55.115226
1610,15,87,2024-01-05 09:33:12.547914
1611,41,33,2024-06-25 10:16:34.135221
1612,91,71,2024-08-08 03:32:20.690548
1613,38,77,2024-06-09 07:23:46.590429
1614,1,49,2024-07-08 19:42:23.561542
1615,61,89,2024-08-30 23:35:12.564164
1616,41,60,2024-06-26 11:37:47.688330
1617,81,94,2024-04-16 08:10:27.216226
1618,85,16,2024-02-01 16:29:41.562907
1619,97,23,2024-07-08 02:32:26.680734
1620,21,23,2024-04-04 16:01:32.611392
1621,74,30,2024-08-09 16:02:00.774854
1622,95,93,2024-03-22 01:23:54.450757
1623,98,80,2024-05-29 15:01:59.085282
1624,40,44,2024-09-16 10:34:42.326300
1625,31,34,2024-02-28 11:15:59.787183
1626,93,78,2024-06-06 11:37:08.146697
1627,34,66,2024-01-16 23:52:59.792824
1628,89,28,2024-01-31 08:04:01.946608
1629,75,97,2024-07-15 16:31:58.954564
1630,6,0,2024-05-03 21:42:33.644277
1631,29,41,2024-09-05 22:34:22.958935
1632,59,65,2024-06-05 23:32:32.054784
1633,94,89,2024-01-14 13:56:35.979051
1634,32,34,2024-07-15 09:06:56.724400
1635,99,20,2024-08-06 18:23:03.934214
1636,40,3,2024-07-07 09:37:40.546911
1637,64,50,2024-02-28 21:24:16.951480
1638,31,86,2024-07-03 10:59:51.362106
1639,8,16,2024-02-09 08:22:21.523333
1640,24,100,2024-08-07 14:18:10.741779
1641,57,2,2024-08-02 08:37:18.116529
1642,34,90,2024-07-19 01:29:16.958814
1643,12,71,2024-06-09 00:58:46.112973
1644,46,25,2024-05-09 05:44:43.690710
1645,87,90,2024-02-10 00:15:44.797885
1646,73,63,2024-05-05 09:21:54.709866
1647,63,95,2024-01-18 13:03:20.098218
1648,52,99,2024-06-02 12:54:05.086566
1649,45,54,2024-02-09 23:07:54.132616
1650,6,68,2024-04-16 10:52:55.965968
1651,71,19,2024-07-23 19:51:15.439166
1652,10,89,2024-04-05 16:39:34.673178
1653,36,61,2024-06-30 14:27:08.646181
1654,26,85,2024-01-13 00:06:54.221753
1655,36,87,2024-04-08 02:47:33.727636
1656,90,69,2024-08-13 10:48:07.175404
1657,19,62,2024-08-17 12:41:46.836859
1658,61,33,2024-05-21 03:16:30.739452
1659,63,23,2024-07-22 00:34:10.792802
1660,30,81,2024-07-20 10:02:26.022108
1661,50,95,2024-01-29 21:52:07.565469
1662,54,58,2024-02-28 06:32:51.603229
1663,11,94,2024-03-19 22:45:17.415579
1664,25,47,2024-07-12 10:00:26.874752
1665,75,77,2024-01-22 04:22:59.825908
1666,39,38,2024-03-25 14:21:13.638797
1667,70,66,2024-09-11 19:00:05.190434
1668,9,50,2024-07-13 02:31:19.591856
1669,52,30,2024-09-05 12:27:09.047345
1670,63,70,2024-05-29 14:33:50.377929
1671,83,78,2024-06-05 05:47:09.015748
1672,90,28,2024-06-25 03:49:13.245366
1673,12,11,2024-05-08 15:15:12.231740
1674,41,52,2024-04-18 21:37:46.942828
1675,84,97,2024-04-09 11:01:49.575577
1676,58,41,2024-07-16 09:48:19.277242
1677,10,24,2024-09-01 03:20:08.009505
1678,1,4,2024-09-19 09:01:28.097362
1679,100,79,2024-01-28 21:10:30.144268
1680,76,34,2024-03-15 18:54:04.556720
1681,69,9,2024-07-12 12:49:49.268744
1682,68,81,2024-01-27 06:42:25.866728
1683,86,67,2024-02-09 09:29:42.568663
1684,41,32,2024-03-12 22:38:50.893956
1685,17,85,2024-08-28 20:54:00.747718
1686,39,29,2024-09-08 09:57:47.890687
1687,23,92,2024-07-16 03:01:48.472837
1688,24,70,2024-05-30 12:28:33.151869
1689,61,63,2024-03-03 09:26:03.332029
1690,92,32,2024-08-13 09:48:50.972993
1691,43,74,2024-09-15 12:27:39.450666
1692,87,52,2024-01-30 12:57:53.210717
1693,34,43,2024-08-13 18:23:29.929448
1694,1,89,2024-06-24 17:04:53.466101
1695,46,83,2024-04-07 02:11:00.748559
1696,45,67,2024-08-29 23:20:10.622968
1697,21,2,2024-09-22 10:07:30.181245
1698,39,12,2024-07-03 02:07:03.393765
1699,42,56,2024-08-15 03:43:03.624283
1700,45,82,2024-09-04 05:50:05.892729
1701,80,9,2024-04-15 21:28:17.057946
1702,9,6,2024-06-27 01:54:43.640944
1703,34,18,2024-07-17 14:29:54.284006
1704,40,82,2024-07-06 04:59:50.271533
1705,89,17,2024-07-03 00:56:44.506254
1706,98,58,2024-08-30 08:22:01.479991
1707,39,89,2024-02-24 10:06:07.096487
1708,36,90,2024-02-01 15:58:49.091843
1709,78,91,2024-03-06 06:04:23.809086
1710,49,95,2024-08-13 02:20:27.176329
1711,70,68,2024-09-20 16:37:14.487475
1712,70,73,2024-09-06 05:51:16.143289
1713,8,7,2024-05-22 03:57:57.294552
1714,82,85,2024-06-17 18:23:07.171898
1715,38,60,2024-06-06 09:01:03.626097
1716,43,82,2024-02-13 07:20:39.012746
1717,25,20,2024-07-04 05:32:03.499228
1718,10,86,2024-05-25 06:12:15.009606
1719,97,34,2024-09-08 12:05:40.669104
1720,69,81,2024-09-02 02:16:40.274284
1721,17,92,2024-02-01 03:18:03.075172
1722,36,18,2024-03-30 06:16:04.920975
1723,15,34,2024-01-18 05:14:50.918830
1724,30,41,2024-08-10 05:27:16.785520
1725,60,48,2024-06-14 02:50:06.868071
1726,95,57,2024-02-20 13:28:45.430003
1727,61,66,2024-03-29 01:25:39.013517
1728,97,48,2024-02-26 14:31:52.106398
1729,100,44,2024-08-14 23:29:19.215361
1730,8,10,2024-06-04 02:00:10.933712
1731,87,74,2024-04-12 06:48:23.410769
1732,55,29,2024-05-20 10:34:13.224982
1733,65,71,2024-03-01 14:02:44.501704
1734,94,46,2024-07-24 15:21:13.132337
1735,27,83,2024-06-01 20:29:06.355120
1736,66,18,2024-09-05 21:33:23.746821
1737,35,17,2024-08-03 06:23:51.049091
1738,64,7,2024-06-14 16:11:11.409541
1739,85,13,2024-08-26 02:37:44.123119
1740,75,6,2024-01-14 15:26:12.637268
1741,21,92,2024-01-04 02:09:04.638829
1742,62,15,2024-07-03 22:24:36.710302
1743,52,21,2024-09-10 02:47:17.309206
1744,100,40,2024-08-05 07:25:47.921854
1745,51,86,2024-03-22 15:44:07.462481
1746,93,59,2024-09-01 17:21:21.121285
1747,34,28,2024-02-24 16:29:35.874663
1748,38,83,2024-05-01 11:28:07.331018
1749,9,89,2024-01-15 05:52:20.204249
1750,56,29,2024-08-23 23:14:10.026388
1751,96,38,2024-07-21 19:47:52.740854
1752,20,90,2024-04-28 09:00:50.010753
1753,45,44,2024-03-18 10:33:20.015836
1754,1,89,2024-02-09 13:45:41.503857
1755,57,65,2024-04-12 04:48:24.487497
1756,71,35,2024-02-05 19:46:18.533246
1757,66,43,2024-06-30 04:38:27.647245
1758,7,52,2024-06-08 06:15:29.991387
1759,1,41,2024-09-03 16:36:48.362526
1760,55,80,2024-03-19 02:55:45.575290
1761,22,43,2024-04-17 04:18:11.734622
1762,21,57,2024-05-03 22:34:39.190675
1763,75,51,2024-04-04 22:09:06.091646
1764,100,2,2024-06-14 07:05:33.699276
1765,67,54,2024-07-16 04:24:00.106340
1766,35,90,2024-07-05 12:46:01.616080
1767,31,39,2024-07-15 15:57:15.201927
1768,53,81,2024-06-07 10:34:19.048979
1769,31,23,2024-06-02 02:17:44.612679
1770,77,89,2024-04-02 20:15:03.809889
1771,90,59,2024-02-20 06:50:22.988313
1772,6,21,2024-08-08 03:24:51.430633
1773,75,39,2024-02-08 23:53:53.436773
1774,12,1,2024-07-15 02:30:24.914100
1775,40,42,2024-06-19 09:39:07.331087
1776,93,32,2024-04-11 04:27:16.504884
1777,85,54,2024-07-23 07:51:16.311473
1778,85,32,2024-07-23 21:58:00.381421
1779,76,1,2024-01-10 06:44:52.594907
1780,43,38,2024-05-26 10:38:23.945330
1781,58,100,2024-03-14 02:58:09.094598
1782,87,9,2024-06-04 00:05:30.270108
1783,56,52,2024-06-01 19:48:23.382733
1784,33,43,2024-06-04 18:19:40.617004
1785,95,72,2024-01-25 11:25:59.588371
1786,7,45,2024-03-20 04:43:59.359344
1787,38,5,2024-06-22 00:31:18.560546
1788,88,6,2024-06-20 12:19:32.166804
1789,44,42,2024-02-06 12:25:46.970953
1790,94,42,2024-02-10 03:31:40.467630
1791,93,26,2024-09-12 19:09:21.551543
1792,29,84,2024-08-30 00:51:51.698553
1793,10,12,2024-05-18 16:53:19.741288
1794,98,49,2024-08-07 12:16:30.794107
1795,37,52,2024-07-03 06:15:44.353185
1796,9,100,2024-05-05 18:26:58.581619
1797,59,78,2024-08-11 13:59:14.908782
1798,54,62,2024-04-01 14:47:34.918792
1799,30,79,2024-03-26 11:16:35.899686
1800,90,97,2024-08-27 05:22:15.408415
1801,24,8,2024-05-18 16:49:26.964352
1802,9,60,2024-09-08 08:47:50.280292
1803,9,71,2024-04-07 03:30:01.421177
1804,29,3,2024-08-31 07:36:27.823671
1805,9,5,2024-09-09 14:52:07.761814
1806,69,85,2024-02-06 08:01:43.502351
1807,43,100,2024-06-28 04:03:10.863894
1808,3,77,2024-06-07 08:22:23.408419
1809,20,22,2024-03-04 06:49:54.769969
1810,11,14,2024-03-02 05:00:06.962861
1811,3,43,2024-09-10 22:02:28.097981
1812,55,21,2024-03-16 02:12:03.289782
1813,55,48,2024-06-09 21:16:00.159250
1814,46,44,2024-04-08 17:48:51.902353
1815,22,25,2024-08-26 11:29:38.962216
1816,95,96,2024-09-11 22:55:24.496418
1817,32,3,2024-01-23 20:54:56.789287
1818,4,16,2024-02-17 03:50:44.548007
1819,95,52,2024-03-27 13:34:20.518738
1820,53,53,2024-01-07 07:21:33.669643
1821,50,20,2024-06-05 21:27:03.736331
1822,91,19,2024-05-15 12:42:42.835551
1823,25,42,2024-02-06 19:10:34.847043
1824,6,40,2024-04-14 01:46:53.197575
1825,9,98,2024-01-03 21:01:09.612518
1826,3,92,2024-04-11 10:01:16.603318
1827,95,89,2024-09-03 11:04:48.056814
1828,93,88,2024-04-12 23:50:09.050156
1829,34,68,2024-08-01 13:49:30.678928
1830,70,14,2024-07-03 04:23:12.556089
1831,61,57,2024-03-03 20:24:20.386731
1832,22,63,2024-01-27 21:07:00.253793
1833,22,93,2024-02-09 03:55:29.355667
1834,66,21,2024-02-21 22:58:43.221679
1835,6,54,2024-03-06 18:30:08.784521
1836,67,60,2024-02-07 04:52:17.206136
1837,71,5,2024-01-05 15:22:10.061126
1838,42,71,2024-07-24 19:31:30.722418
1839,23,50,2024-04-19 17:46:11.633487
1840,98,58,2024-01-25 21:41:47.444391
1841,82,48,2024-03-27 12:27:09.759253
1842,22,83,2024-09-05 18:25:56.725297
1843,58,71,2024-01-09 07:53:11.253846
1844,50,25,2024-05-08 12:31:59.949284
1845,36,16,2024-04-25 12:38:24.902126
1846,99,64,2024-06-26 04:20:13.400198
1847,23,70,2024-08-02 21:46:47.255543
1848,22,75,2024-08-27 00:00:22.987399
1849,74,70,2024-03-14 20:12:58.595603
1850,32,98,2024-01-18 06:37:47.016875
1851,93,33,2024-09-20 14:09:01.769504
1852,49,68,2024-02-17 12:10:17.772205
1853,53,69,2024-09-11 13:38:00.512192
1854,17,66,2024-09-21 12:05:49.810629
1855,75,31,2024-03-20 21:37:43.754637
1856,94,96,2024-09-05 21:29:52.484497
1857,66,15,2024-01-23 04:34:17.898189
1858,24,23,2024-02-02 21:29:43.808715
1859,23,49,2024-04-03 03:03:03.051553
1860,99,38,2024-01-07 02:30:03.712711
1861,11,89,2024-01-20 04:48:21.771460
1862,10,97,2024-04-03 05:49:42.449161
1863,35,13,2024-08-28 06:45:50.744239
1864,64,10,2024-07-08 01:34:58.673781
1865,79,4,2024-01-11 01:46:59.083898
1866,28,31,2024-08-17 17:39:59.686581
1867,54,21,2024-01-29 09:41:19.744466
1868,64,4,2024-03-19 17:23:31.175561
1869,52,60,2024-02-09 11:33:14.170018
1870,56,83,2024-03-29 13:54:50.037978
1871,94,35,2024-03-27 21:00:00.390957
1872,79,69,2024-09-21 17:49:05.589213
1873,91,32,2024-02-23 13:18:02.756891
1874,15,10,2024-08-17 00:58:45.019001
1875,62,26,2024-01-18 13:55:12.829847
1876,72,70,2024-06-23 05:59:15.893867
1877,76,79,2024-03-06 22:11:07.220031
1878,76,94,2024-01-09 12:37:58.008918
1879,34,73,2024-02-02 01:15:11.027441
1880,25,73,2024-02-21 13:55:01.876081
1881,97,8,2024-01-31 10:38:57.180991
1882,70,100,2024-08-30 01:36:27.891670
1883,55,25,2024-09-04 03:22:08.279634
1884,36,51,2024-01-18 01:28:50.077499
1885,54,75,2024-06-23 16:45:23.226679
1886,92,21,2024-07-22 04:22:30.836430
1887,77,55,2024-06-11 14:14:44.213597
1888,18,4,2024-05-29 10:16:44.334644
1889,21,8,2024-03-31 13:23:00.396082
1890,66,75,2024-08-10 06:44:13.493119
1891,21,17,2024-08-14 07:25:58.928113
1892,61,12,2024-06-07 00:14:44.792521
1893,21,35,2024-01-26 16:00:17.274542
1894,78,3,2024-04-09 21:56:41.331944
1895,70,47,2024-03-16 17:01:55.935352
1896,44,33,2024-02-07 04:49:37.397984
1897,2,5,2024-02-20 21:31:50.528057
1898,66,57,2024-03-21 10:43:25.023743
1899,87,85,2024-01-17 04:47:58.528617
1900,62,73,2024-06-28 13:46:21.667593
1901,20,13,2024-02-14 09:12:45.346042
1902,98,94,2024-09-03 17:11:51.868041
1903,47,47,2024-08-10 07:33:15.749722
1904,31,42,2024-01-28 11:48:13.489414
1905,46,21,2024-04-26 23:33:54.685743
1906,62,86,2024-03-21 16:58:08.327590
1907,40,69,2024-06-25 02:16:49.828785
1908,53,4,2024-04-30 02:40:32.532173
1909,27,88,2024-05-05 03:59:18.922763
1910,82,14,2024-05-07 02:09:51.586578
1911,35,47,2024-06-12 03:15:35.052792
1912,97,1,2024-06-26 23:57:02.297832
1913,86,4,2024-02-09 23:17:27.205058
1914,4,31,2024-02-18 12:37:13.339159
1915,67,18,2024-03-30 23:57:59.858902
1916,21,5,2024-02-02 19:46:11.876295
1917,35,30,2024-07-06 10:45:02.356193
1918,97,92,2024-04-20 00:30:57.997235
1919,42,83,2024-03-14 20:19:42.331125
1920,35,71,2024-06-02 05:31:34.926175
1921,72,94,2024-04-14 16:21:17.198112
1922,67,81,2024-08-04 23:00:01.053482
1923,30,30,2024-01-28 19:02:21.647116
1924,81,12,2024-06-20 21:40:24.258100
1925,12,27,2024-01-05 18:17:42.732137
1926,26,44,2024-05-28 18:44:32.146099
1927,89,36,2024-01-03 06:55:50.038081
1928,60,20,2024-04-30 12:39:21.503857
1929,18,29,2024-07-25 19:45:40.308532
1930,88,88,2024-07-30 07:37:35.403917
1931,4,58,2024-05-27 13:20:37.135437
1932,68,43,2024-01-13 07:37:36.050488
1933,15,50,2024-04-26 17:54:51.648456
1934,84,51,2024-04-28 03:22:38.908765
1935,1,5,2024-01-22 13:38:31.453127
1936,57,16,2024-04-23 16:59:55.205051
1937,19,1,2024-06-24 17:35:48.974796
1938,4,39,2024-04-06 12:31:09.004023
1939,8,46,2024-04-27 14:59:07.840630
1940,65,67,2024-08-06 17:22:37.778545
1941,99,10,2024-01-27 11:20:28.927492
1942,99,18,2024-06-09 07:51:09.035374
1943,70,80,2024-02-04 15:02:51.846840
1944,67,9,2024-07-31 20:54:45.770189
1945,13,55,2024-06-04 09:17:20.184498
1946,7,82,2024-03-21 14:34:42.914474
1947,88,95,2024-02-06 15:26:07.011689
1948,68,68,2024-08-29 12:00:59.932447
1949,83,88,2024-08-28 09:19:20.863661
1950,47,93,2024-07-12 23:55:11.100745
1951,32,30,2024-09-02 16:59:21.351931
1952,17,64,2024-08-30 20:49:29.328302
1953,51,36,2024-03-08 20:32:07.895030
1954,56,53,2024-01-13 19:03:51.143704
1955,28,15,2024-01-02 10:53:18.475784
1956,51,69,2024-05-22 21:22:27.831393
1957,48,51,2024-07-21 13:40:34.985994
1958,5,59,2024-08-12 09:19:31.030077
1959,76,12,2024-02-06 07:02:19.241627
1960,6,27,2024-09-03 08:31:25.569135
1961,37,4,2024-04-13 13:40:24.771650
1962,15,59,2024-07-14 09:31:37.380085
1963,58,18,2024-07-16 00:01:31.758437
1964,45,46,2024-08-29 18:12:50.457108
1965,22,72,2024-05-20 16:12:25.857849
1966,31,68,2024-01-31 21:15:07.301759
1967,13,33,2024-04-10 10:22:45.926762
1968,47,94,2024-09-12 13:10:43.307701
1969,38,8,2024-09-14 01:25:37.934132
1970,59,67,2024-01-30 12:41:51.427932
1971,37,6,2024-01-18 22:48:13.656581
1972,21,33,2024-07-18 10:51:16.297325
1973,45,34,2024-01-19 17:23:23.867708
1974,31,37,2024-06-13 01:51:34.953328
1975,86,71,2024-05-25 00:23:31.629985
1976,84,56,2024-07-22 13:45:49.337694
