product_id,name,category_id,supplier_id,price,stock,promotion_id
2388,if,6,78,942.55,36,70
2389,dark,1,36,174.38,15,29
2390,movement,2,30,54.1,84,15
2391,talk,6,6,833.62,18,45
2392,product,8,9,550.03,35,74
2393,performance,1,95,552.52,91,57
2394,subject,4,1,844.16,13,22
2395,there,3,85,882.97,33,78
2396,argue,2,71,379.47,89,90
2397,national,3,60,194.85,86,47
2398,kid,3,91,438.62,61,26
2399,future,5,75,94.78,26,5
2400,resource,8,4,35.79,87,20
2401,hit,5,80,720.8,59,24
2402,available,3,72,677.0,12,37
2403,per,4,38,733.73,43,43
2404,model,5,51,229.46,3,95
2405,this,2,94,50.17,11,49
2406,early,4,81,854.52,2,72
2407,wind,7,34,656.43,97,30
2408,international,4,82,201.91,93,36
2409,newspaper,8,66,324.05,34,53
2410,relate,6,86,726.93,47,51
2411,off,7,65,77.61,82,52
2412,likely,8,88,957.75,6,31
2413,sit,6,97,638.4,49,22
2414,call,7,100,109.51,76,37
2415,physical,7,48,417.74,20,69
2416,pull,6,98,821.35,88,85
2417,fund,6,65,933.7,21,38
2418,recently,3,53,35.77,21,7
2419,bag,8,49,946.48,95,65
2420,dog,7,96,757.47,6,57
2421,their,2,37,912.09,72,38
2422,effort,8,30,497.98,78,8
2423,particularly,4,75,202.75,21,16
2424,physical,8,33,201.97,64,64
2425,Mr,3,70,281.85,75,90
2426,long,2,63,195.06,90,55
2427,resource,1,70,557.12,96,6
2428,natural,7,37,872.15,18,71
2429,stop,5,98,57.8,52,68
2430,east,2,42,470.77,2,8
2431,wish,1,18,41.49,54,91
2432,second,7,61,575.28,9,32
2433,water,4,45,602.39,33,24
2434,black,7,42,893.45,54,15
2435,man,1,75,86.65,1,84
2436,quite,4,69,517.6,99,71
2437,eye,6,56,116.96,83,96
2438,participant,5,47,372.44,11,80
2439,material,2,65,480.52,29,100
2440,choose,4,88,424.61,22,1
2441,career,6,23,654.16,6,4
2442,field,4,96,772.79,81,95
2443,almost,4,68,655.1,20,99
2444,moment,6,69,114.69,44,35
2445,fall,8,72,771.95,41,24
2446,stay,6,36,438.82,64,78
2447,hotel,4,3,868.16,81,14
2448,rich,3,56,583.59,55,76
2449,few,4,63,685.1,67,3
2450,financial,7,49,468.69,95,38
2451,research,6,60,395.24,57,32
2452,board,6,1,687.92,88,10
2453,guess,1,21,379.06,28,25
2454,produce,2,17,346.02,61,29
2455,cold,6,11,573.79,87,61
2456,whether,4,2,882.21,90,42
2457,little,1,9,147.05,25,39
2458,agency,8,91,660.08,82,42
2459,we,4,12,999.16,30,96
2460,land,4,43,589.41,71,12
2461,agreement,4,4,185.91,47,94
2462,strong,3,85,710.36,75,34
2463,radio,3,13,898.61,69,63
2464,large,7,55,561.79,29,47
2465,wall,3,10,223.85,59,76
2466,great,7,64,45.21,58,50
2467,middle,3,61,48.45,30,82
2468,list,5,1,124.17,85,26
2469,firm,7,42,151.36,21,85
2470,instead,4,46,821.14,82,55
2471,either,6,5,573.16,95,76
2472,home,6,31,552.1,72,28
2473,close,2,61,385.97,6,35
2474,public,7,9,545.27,81,32
2475,recently,2,37,465.19,3,4
2476,impact,1,55,187.83,16,54
2477,star,7,37,280.33,24,55
2478,push,8,37,154.88,20,100
2479,newspaper,7,95,835.14,16,7
2480,real,7,62,135.28,27,81
2481,nearly,7,64,178.33,89,19
2482,test,4,38,588.95,3,80
2483,ground,5,46,715.24,3,22
2484,protect,2,61,359.58,95,19
2485,face,3,26,899.93,42,13
2486,professor,7,10,559.33,44,70
2487,these,3,36,455.41,2,7
2488,play,4,44,332.64,21,68
2489,service,6,26,219.6,52,100
2490,Democrat,7,76,864.48,99,56
2491,teach,8,15,431.03,45,53
2492,under,3,35,116.74,19,84
2493,work,7,45,404.47,74,44
2494,however,7,20,516.49,66,57
2495,day,5,31,135.96,45,63
2496,tax,8,65,479.99,2,80
2497,city,6,73,626.64,24,51
2498,morning,6,18,534.64,38,91
2499,far,6,9,274.91,33,44
2500,go,7,22,297.74,0,80
2501,area,5,28,946.42,18,43
2502,fund,4,67,36.91,92,15
2503,actually,4,43,429.98,41,29
2504,argue,5,2,730.46,90,19
2505,attack,6,35,958.37,82,37
2506,job,3,64,111.92,31,78
2507,politics,4,40,565.37,91,40
2508,southern,8,56,898.07,4,16
2509,pick,1,2,718.84,74,96
2510,those,5,45,693.88,44,23
2511,treat,1,70,950.59,2,45
2512,have,2,31,333.76,92,90
2513,seek,5,75,385.52,15,19
2514,hard,5,23,175.39,35,12
2515,wide,2,100,480.12,95,30
2516,talk,8,83,497.78,81,51
2517,would,6,44,85.11,57,60
2518,source,1,16,730.78,71,74
2519,art,5,79,997.65,63,47
2520,home,1,79,602.27,15,84
2521,trouble,3,27,270.01,88,60
2522,into,1,72,495.8,7,10
2523,week,2,89,247.96,2,83
2524,feel,8,42,518.82,28,62
2525,himself,1,57,148.35,54,6
2526,clearly,4,76,330.21,8,31
2527,enjoy,8,43,175.7,23,68
2528,she,1,71,315.18,82,94
2529,city,1,43,540.73,94,70
2530,research,5,35,744.45,58,36
2531,case,8,70,255.82,52,50
2532,west,6,90,835.02,93,79
2533,thing,4,12,800.02,12,100
2534,fish,1,22,553.94,9,53
2535,good,1,15,497.93,30,37
2536,heart,7,71,283.22,98,19
2537,whose,2,83,653.93,28,55
2538,me,8,42,649.89,91,7
2539,ago,3,38,437.71,46,7
2540,politics,8,23,363.61,66,68
2541,college,2,43,267.75,88,55
2542,fly,2,3,787.54,62,4
2543,course,2,87,844.65,7,60
2544,war,8,99,14.94,67,10
2545,her,8,56,512.32,24,62
2546,agreement,7,5,669.77,100,47
2547,place,1,24,897.84,77,57
2548,go,8,32,955.74,35,62
2549,at,8,79,718.96,87,50
2550,blood,7,68,258.48,70,29
2551,ask,7,24,100.31,3,70
2552,food,3,34,216.41,42,58
2553,again,1,19,679.26,81,85
2554,attorney,8,81,811.47,57,25
2555,bad,7,82,532.13,87,91
2556,concern,1,32,181.31,13,74
2557,movie,4,94,629.13,61,2
2558,popular,1,76,496.22,35,58
2559,arrive,7,4,639.93,33,49
2560,media,3,80,295.02,73,20
2561,sister,3,28,830.35,54,91
2562,lay,7,43,823.89,50,21
2563,computer,1,16,804.43,71,82
2564,simply,2,17,621.0,61,82
2565,up,3,29,64.39,14,17
2566,nearly,8,24,845.44,1,13
2567,result,3,54,620.51,1,47
2568,term,1,45,752.42,78,15
2569,box,5,37,839.01,11,12
2570,sell,7,28,843.59,7,9
2571,its,8,62,360.8,58,72
2572,election,8,42,81.63,55,39
2573,before,5,11,29.82,64,93
2574,race,6,87,941.24,27,16
2575,follow,2,32,601.51,33,1
2576,return,6,100,531.5,36,66
2577,of,6,9,182.71,30,37
2578,pass,8,70,863.12,63,68
2579,skill,5,69,807.95,94,80
2580,war,8,19,872.17,23,98
2581,meet,6,11,236.83,86,53
2582,individual,6,77,589.17,96,17
2583,accept,2,62,720.9,11,52
2584,beat,4,67,15.97,47,64
2585,Democrat,8,19,935.82,36,59
2586,tree,3,78,23.9,32,13
2587,property,5,56,728.71,64,63
2588,move,8,88,396.04,92,93
2589,determine,1,44,295.38,76,61
2590,continue,6,89,356.39,50,70
2591,strong,3,13,300.75,86,87
2592,tough,6,69,225.13,78,20
2593,full,3,31,515.28,2,64
2594,use,8,64,867.11,67,73
2595,own,4,50,999.58,94,49
2596,pass,3,30,636.19,96,80
2597,state,2,29,573.76,58,33
2598,water,8,48,307.28,24,77
2599,one,8,36,764.45,43,23
2600,stay,6,74,996.67,27,75
2601,majority,5,7,744.63,38,47
2602,industry,4,87,21.74,62,48
2603,language,1,91,849.26,81,21
2604,end,2,58,94.06,36,8
2605,assume,8,19,316.98,65,79
2606,step,5,43,902.74,49,60
2607,agree,6,21,21.95,31,24
2608,sometimes,8,66,697.1,45,60
2609,of,5,55,983.56,39,1
2610,bar,1,52,109.92,53,70
2611,loss,6,74,254.19,52,8
2612,sit,1,39,268.6,71,61
2613,store,3,51,770.38,57,67
2614,four,1,76,121.44,8,15
2615,wait,6,57,269.8,60,41
2616,suddenly,4,32,45.82,29,1
2617,school,8,11,783.49,70,56
2618,fly,3,85,686.56,66,44
2619,federal,4,92,541.51,72,12
2620,remain,2,19,878.25,64,47
2621,majority,5,8,571.08,19,82
2622,current,7,95,844.37,85,11
2623,interesting,6,81,990.1,82,70
2624,former,7,4,465.66,20,82
2625,word,8,31,821.55,35,43
2626,debate,6,74,697.79,15,66
2627,name,5,84,555.31,48,93
2628,ability,4,8,329.33,79,75
2629,give,5,12,512.14,50,90
2630,father,8,34,961.4,31,61
2631,sing,7,86,423.94,88,40
2632,finish,8,92,412.37,12,35
2633,itself,5,41,570.98,77,97
2634,management,6,49,568.05,79,72
2635,thousand,4,28,95.72,38,3
2636,majority,8,7,868.85,79,85
2637,system,5,50,432.31,36,31
2638,leave,1,3,153.0,27,88
2639,could,8,27,513.03,26,9
2640,federal,6,61,81.05,25,3
2641,book,7,61,687.5,56,72
2642,end,6,65,753.78,85,83
2643,cause,4,36,998.34,73,17
2644,majority,7,13,483.14,41,88
2645,who,5,8,701.65,21,81
2646,visit,6,87,256.15,82,83
2647,threat,8,42,240.88,50,54
2648,after,8,5,277.43,37,83
2649,source,3,63,174.08,82,15
2650,remember,6,14,375.07,94,10
2651,really,1,60,46.37,4,33
2652,speak,8,78,837.24,25,63
2653,wind,2,90,117.91,24,59
2654,today,7,92,555.39,74,61
2655,nature,5,18,539.21,36,24
2656,agent,6,20,848.0,18,16
2657,population,1,33,553.21,13,94
2658,plan,8,41,441.88,50,7
2659,particular,6,94,233.6,75,59
2660,reduce,7,74,349.85,8,16
2661,particularly,8,31,72.99,15,18
2662,necessary,3,24,981.29,14,89
2663,assume,6,86,695.41,66,92
2664,however,3,12,334.48,40,43
2665,decision,4,32,663.68,42,48
2666,woman,4,10,896.34,46,54
2667,same,8,19,24.85,97,9
2668,view,2,22,799.3,48,39
2669,must,5,63,184.96,58,75
2670,big,6,94,546.39,60,93
2671,nice,6,53,300.24,1,3
2672,whole,2,77,53.9,53,89
2673,put,3,3,20.96,64,91
2674,amount,5,26,410.03,8,6
2675,type,1,89,311.67,87,100
2676,member,1,45,608.13,72,84
2677,middle,2,80,338.15,42,42
2678,agency,2,48,484.75,26,73
2679,standard,5,91,434.09,96,51
2680,there,2,18,725.01,69,35
2681,western,7,62,859.98,6,10
2682,arrive,7,19,120.79,55,89
2683,rate,1,23,156.81,55,81
2684,up,8,21,491.97,85,59
2685,although,8,89,474.46,1,44
2686,almost,8,24,332.31,17,69
2687,hear,3,55,398.3,19,63
2688,step,6,55,354.12,59,99
2689,improve,8,47,706.97,17,28
2690,on,2,52,24.08,10,11
2691,speak,4,5,544.7,39,86
2692,behavior,4,61,675.65,50,88
2693,cover,2,73,706.52,25,78
2694,her,3,49,716.14,97,89
2695,gas,5,90,646.44,97,69
2696,store,7,18,995.71,68,21
2697,page,3,56,311.53,27,26
2698,rather,8,6,375.33,26,15
2699,south,7,54,610.16,16,20
2700,front,4,84,251.99,13,37
2701,adult,8,24,858.64,87,75
2702,daughter,6,65,284.82,88,31
2703,strong,8,13,854.32,24,59
2704,yard,1,57,407.79,23,74
2705,field,4,9,166.86,84,43
2706,about,1,85,13.46,31,91
2707,look,3,69,687.73,52,67
2708,environment,3,45,529.3,62,39
2709,maybe,6,66,858.06,82,54
2710,cold,2,5,725.62,74,77
2711,our,3,34,690.87,79,88
2712,property,5,7,332.88,42,33
2713,debate,2,37,696.98,70,63
2714,rest,1,77,756.58,81,38
2715,simple,6,60,822.89,64,12
2716,story,5,29,135.69,84,67
2717,base,2,34,865.52,82,90
2718,turn,3,5,64.31,0,20
2719,certainly,3,66,775.54,7,39
2720,woman,8,62,119.62,18,70
2721,why,8,13,705.68,42,40
2722,could,6,36,476.82,21,34
2723,official,7,47,722.84,75,99
2724,together,2,89,25.37,81,92
2725,authority,4,2,664.79,3,74
2726,forward,5,45,952.87,86,8
2727,accept,1,99,681.54,46,40
2728,tell,7,31,305.41,23,11
2729,past,5,32,593.32,89,70
2730,bar,5,38,104.5,59,96
2731,author,3,31,706.52,20,49
2732,box,7,81,81.64,13,96
2733,possible,2,65,336.35,69,6
2734,tax,5,60,520.58,96,73
2735,four,3,87,524.56,12,18
2736,human,5,30,287.81,85,40
2737,knowledge,5,26,87.15,71,49
2738,since,3,35,380.99,84,100
2739,technology,8,31,145.48,15,28
2740,notice,3,40,269.88,33,52
2741,guy,7,53,782.42,94,85
2742,listen,7,37,474.62,55,43
2743,everybody,5,29,443.53,40,54
2744,yourself,2,94,319.06,21,70
2745,them,7,18,698.73,84,9
2746,resource,1,85,159.53,50,82
2747,general,8,2,682.72,21,5
2748,usually,4,68,186.09,74,74
2749,direction,2,32,979.59,42,69
2750,decade,2,85,962.43,73,1
2751,necessary,2,50,173.53,42,10
2752,find,6,14,280.75,64,34
2753,dog,1,98,381.29,52,3
2754,someone,6,3,435.73,50,17
2755,would,1,11,504.91,92,69
2756,really,5,19,522.17,90,44
2757,develop,3,24,835.32,70,28
2758,fish,6,15,396.02,99,40
2759,in,7,43,939.78,0,13
2760,beautiful,3,69,627.66,1,26
2761,start,5,34,246.91,47,80
2762,rate,4,78,876.79,35,14
2763,sure,2,29,259.51,82,48
2764,medical,1,27,704.3,100,77
2765,production,1,97,483.99,50,73
2766,section,4,92,218.29,78,27
2767,field,3,95,196.65,58,46
2768,break,3,20,123.67,100,19
2769,poor,2,84,987.06,52,91
2770,class,3,26,151.86,45,76
2771,fire,5,97,102.63,26,52
2772,I,6,10,871.78,56,61
2773,we,8,48,319.18,94,7
2774,might,3,62,203.47,16,88
2775,job,4,74,804.19,30,22
2776,age,8,55,398.58,10,96
2777,federal,1,69,168.29,37,77
2778,professor,3,68,44.3,70,42
2779,same,6,74,227.75,69,47
2780,require,3,94,226.09,92,90
2781,including,6,98,538.49,41,69
2782,white,2,23,619.34,35,92
2783,car,4,8,928.87,83,52
2784,finish,1,43,951.9,56,50
2785,marriage,5,85,648.49,95,85
2786,rise,4,2,689.86,8,42
2787,public,1,62,372.87,62,44
2788,young,7,7,66.41,18,50
2789,let,6,26,83.69,10,78
2790,floor,6,18,352.31,76,16
2791,attorney,8,28,541.28,12,6
2792,fund,8,34,723.77,26,20
2793,itself,7,64,912.76,7,8
2794,maintain,2,37,833.27,40,46
2795,popular,3,45,573.93,35,75
2796,whole,1,81,307.89,15,4
2797,spring,7,52,283.81,48,2
2798,common,1,47,180.96,81,73
2799,yet,1,10,682.89,70,82
2800,per,3,48,950.72,97,3
2801,seven,8,82,904.17,56,67
2802,practice,7,6,149.98,33,36
2803,reason,2,75,828.23,88,74
2804,expert,7,69,576.0,88,80
2805,before,4,32,652.02,47,14
2806,must,5,12,549.45,71,30
2807,senior,2,32,104.33,48,59
2808,democratic,8,38,120.46,76,15
2809,character,7,26,692.89,89,55
2810,enough,1,75,835.56,59,49
2811,wish,2,47,355.56,80,3
2812,first,8,84,343.9,29,1
2813,decide,6,45,578.66,99,61
2814,listen,1,33,42.06,71,21
2815,player,5,51,77.13,41,33
2816,everything,3,19,506.89,86,37
2817,father,1,44,193.8,51,6
2818,much,3,18,923.61,35,75
2819,child,8,46,74.65,4,15
2820,media,7,57,477.35,17,86
2821,heart,2,67,302.97,99,14
2822,inside,2,3,641.8,28,27
2823,future,7,25,400.08,6,11
2824,far,1,9,49.22,1,78
2825,station,1,88,804.03,9,67
2826,fact,2,40,370.31,19,31
2827,forward,5,32,456.85,3,44
2828,role,5,80,22.93,45,37
2829,ground,5,100,586.64,99,97
2830,call,1,33,380.68,51,88
2831,police,5,76,22.52,74,79
2832,police,4,73,800.46,36,4
2833,remain,4,79,202.19,78,64
2834,table,5,70,407.66,0,71
2835,listen,5,74,128.37,46,95
2836,stand,3,34,37.43,60,61
2837,four,4,96,663.9,95,55
2838,station,7,84,135.11,59,28
2839,entire,2,98,903.22,47,16
2840,plant,2,12,561.24,71,7
2841,others,7,61,498.01,41,54
2842,end,8,11,630.3,23,88
2843,teacher,5,55,771.54,9,37
2844,else,8,24,578.55,22,53
2845,visit,1,89,918.03,23,49
2846,activity,7,34,296.21,35,81
2847,offer,2,58,949.47,76,36
2848,say,7,55,728.54,67,96
2849,course,4,28,321.27,76,6
2850,audience,2,9,297.2,54,55
2851,like,5,13,179.57,60,59
2852,condition,7,58,265.24,30,40
2853,away,3,12,170.78,2,18
2854,him,8,78,359.68,39,7
2855,number,5,40,968.13,94,45
2856,population,8,43,122.71,13,6
2857,late,1,30,19.04,82,42
2858,minute,7,90,628.41,32,13
2859,growth,7,93,542.35,41,24
2860,rich,1,5,173.73,46,28
2861,attack,7,14,831.51,36,19
2862,believe,8,59,545.92,9,33
2863,military,8,77,189.64,46,15
2864,police,5,48,374.79,80,44
2865,talk,8,18,715.03,60,51
2866,increase,7,45,608.61,65,23
2867,may,5,87,185.73,91,34
2868,expect,2,98,48.42,33,52
2869,southern,2,43,213.12,40,88
2870,relationship,7,36,591.69,69,69
2871,side,3,15,627.64,66,13
2872,history,5,99,85.57,15,26
2873,family,7,98,838.6,23,35
2874,argue,4,41,701.13,68,86
2875,father,4,83,459.27,90,91
2876,policy,2,82,526.92,98,67
2877,design,1,99,56.91,26,99
2878,government,1,49,385.86,78,19
2879,popular,2,40,717.61,56,13
2880,worry,2,87,750.07,26,6
2881,sure,4,37,481.55,88,55
2882,machine,3,44,483.44,13,30
2883,reason,7,27,716.95,68,72
2884,that,5,68,457.91,43,30
2885,fear,5,83,561.57,45,1
2886,across,2,84,57.12,15,91
2887,significant,1,7,525.91,8,72
2888,together,8,81,811.71,5,42
2889,stay,6,82,987.55,55,64
2890,card,1,52,226.12,64,24
2891,price,1,87,283.96,31,53
2892,health,6,97,512.34,31,59
2893,beat,6,34,422.9,7,15
2894,describe,5,39,375.95,71,76
2895,question,6,14,635.65,52,51
2896,these,4,97,518.54,26,91
2897,visit,1,45,471.32,28,88
2898,attention,4,89,427.22,67,58
2899,ten,4,76,523.56,78,99
2900,have,1,66,883.41,44,32
2901,task,2,64,996.74,25,95
2902,relate,8,95,22.58,39,2
2903,draw,2,99,46.45,36,68
2904,hot,3,59,407.13,65,73
2905,very,2,6,798.77,76,86
2906,economic,3,79,284.99,53,68
2907,voice,2,39,316.87,86,26
2908,material,6,32,767.04,23,52
2909,probably,6,99,909.52,76,4
2910,nothing,3,90,298.08,25,38
2911,debate,5,90,845.99,38,41
2912,wish,4,51,225.53,91,86
2913,step,7,57,401.38,59,73
2914,who,8,41,292.75,81,40
2915,step,8,50,982.93,18,64
2916,feel,1,31,820.17,31,70
2917,effort,6,52,894.71,56,49
2918,nearly,7,3,24.91,32,21
2919,choose,4,52,748.9,47,44
2920,send,8,95,204.58,82,25
2921,wife,7,13,718.84,83,90
2922,idea,1,37,282.74,59,25
2923,attack,2,74,321.14,79,5
2924,building,4,5,941.01,4,75
2925,toward,1,28,75.18,10,98
2926,your,1,43,584.94,88,91
2927,explain,3,44,965.55,39,25
2928,suddenly,2,98,400.65,99,70
2929,production,2,85,867.77,53,34
2930,for,1,30,594.99,7,33
2931,than,8,31,166.42,64,6
2932,hit,1,1,905.33,82,15
2933,less,4,43,920.86,42,34
2934,music,6,62,17.22,94,94
2935,war,6,37,540.46,28,5
2936,member,4,28,967.82,51,27
2937,traditional,2,36,119.93,78,23
2938,tree,7,2,955.8,23,15
2939,know,7,24,568.71,17,76
2940,member,6,13,68.65,4,15
2941,probably,6,10,825.45,83,5
2942,character,6,7,470.39,9,15
2943,rock,3,51,515.74,79,83
2944,order,6,20,670.45,51,26
2945,hospital,7,2,564.67,94,7
2946,in,6,11,665.0,24,32
2947,heart,6,73,66.89,63,64
2948,pick,8,51,545.3,61,43
2949,message,3,92,241.33,74,61
2950,risk,1,52,207.53,22,25
2951,kitchen,4,14,92.69,95,85
2952,bar,2,11,327.68,97,23
2953,fund,6,65,890.03,83,72
2954,consumer,5,92,336.87,99,9
2955,bit,4,79,759.53,1,75
2956,century,1,88,701.55,41,27
2957,give,4,91,738.8,64,48
2958,late,8,42,641.73,17,100
2959,couple,1,46,881.95,76,80
2960,listen,5,54,989.06,89,67
2961,perhaps,3,98,58.92,32,54
2962,receive,4,90,12.2,9,37
2963,company,6,11,214.56,96,3
2964,talk,1,59,917.44,50,15
2965,career,8,39,787.01,86,25
2966,federal,4,43,602.85,30,6
2967,respond,5,59,397.92,91,50
2968,his,6,18,128.36,65,38
2969,note,4,43,632.74,23,49
2970,pressure,7,44,905.55,67,83
2971,present,7,93,431.19,53,91
2972,add,7,48,742.48,69,99
2973,happy,1,41,472.48,38,10
2974,blue,5,88,806.89,59,9
2975,threat,6,55,128.38,40,86
2976,view,3,90,613.0,87,88
2977,week,8,50,923.73,66,8
2978,any,5,27,527.23,3,56
2979,rise,5,53,275.16,80,30
2980,run,6,50,799.61,64,86
2981,able,4,75,206.84,33,98
2982,small,2,99,820.2,43,8
2983,school,5,46,520.67,80,69
2984,sort,7,33,928.62,73,70
2985,forward,6,44,372.8,10,21
2986,adult,3,34,762.69,13,66
2987,both,4,72,949.55,22,82
2988,pressure,4,65,107.0,59,69
2989,miss,5,6,617.79,96,99
2990,goal,6,12,980.71,38,77
2991,history,6,17,97.79,10,96
2992,enjoy,3,22,219.05,97,53
2993,these,6,12,48.16,88,57
2994,nothing,2,58,924.01,51,87
2995,such,1,64,27.53,95,18
2996,across,2,84,856.34,22,6
2997,teach,3,53,422.71,58,49
2998,middle,5,12,555.11,5,66
2999,guess,7,57,527.27,74,52
3000,owner,2,11,39.32,16,96
3001,agent,8,51,74.51,97,26
3002,level,2,42,220.9,19,6
3003,need,2,53,759.96,82,58
3004,young,1,84,254.74,39,15
3005,others,7,43,994.18,92,58
3006,president,3,54,267.36,51,87
3007,and,2,90,710.59,72,11
3008,building,2,58,577.18,51,83
3009,later,8,65,674.56,44,84
3010,rate,7,29,390.99,74,37
3011,seek,5,39,720.85,58,52
3012,way,4,95,183.79,38,16
3013,actually,1,16,983.94,11,2
3014,seat,8,43,971.05,1,26
3015,happy,1,57,896.52,98,95
3016,give,6,42,249.43,71,92
3017,part,1,85,659.62,40,23
3018,person,7,60,759.74,98,79
3019,once,3,65,701.84,60,93
3020,personal,4,98,537.35,86,89
3021,or,8,99,823.37,12,48
3022,its,3,79,335.09,90,93
3023,onto,4,2,298.48,59,67
3024,between,7,71,590.4,50,4
3025,add,3,94,110.85,31,50
3026,man,5,90,625.45,39,7
3027,person,7,12,115.19,45,15
3028,money,6,61,791.8,7,5
3029,government,7,16,342.56,7,33
3030,I,4,13,17.33,65,73
3031,force,8,20,617.06,74,84
3032,music,3,94,992.99,63,56
3033,state,8,50,890.0,53,66
3034,sometimes,8,82,86.22,30,96
3035,recently,5,68,566.46,78,64
3036,condition,1,85,671.77,34,51
3037,yet,6,74,570.75,57,7
3038,pull,8,65,593.34,55,40
3039,offer,7,22,170.43,96,66
3040,PM,5,10,750.54,71,37
3041,entire,7,100,97.46,36,33
3042,economy,2,62,571.8,47,52
3043,company,8,68,464.69,2,78
3044,real,3,84,238.43,65,11
3045,recent,1,63,255.19,75,78
3046,land,8,21,955.36,81,53
3047,entire,1,76,878.97,24,91
3048,town,8,64,324.93,61,65
3049,home,2,76,532.72,43,75
3050,billion,2,2,749.43,41,70
3051,scientist,1,97,839.68,84,20
3052,letter,1,14,847.37,50,94
3053,south,7,15,534.39,2,99
3054,task,1,91,651.39,56,12
3055,cut,2,57,652.47,47,1
3056,practice,7,24,934.56,23,92
3057,establish,2,11,379.25,93,11
3058,gas,5,76,929.46,60,13
3059,like,1,82,128.17,88,91
3060,way,3,75,174.65,49,19
3061,fall,4,92,120.08,37,70
3062,may,2,64,209.61,22,12
3063,fall,5,67,489.49,42,99
3064,live,6,91,505.11,4,48
3065,pattern,8,34,962.63,54,24
3066,education,1,60,383.03,72,37
3067,relate,4,46,51.0,4,66
3068,point,1,49,786.93,28,29
3069,yeah,1,91,67.87,17,75
3070,open,5,81,600.74,85,58
3071,watch,7,8,127.32,36,14
3072,impact,1,25,84.46,61,37
3073,however,6,92,247.73,38,44
3074,worry,5,51,325.22,9,37
3075,especially,8,32,92.59,23,3
3076,color,1,89,130.19,70,13
3077,adult,4,27,302.64,14,41
3078,bank,3,42,687.56,88,70
3079,conference,7,45,726.95,92,14
3080,thank,7,81,725.12,75,68
3081,but,2,98,45.47,95,19
3082,scene,5,34,311.4,24,66
3083,safe,3,94,105.05,79,20
3084,product,3,7,563.41,49,79
3085,different,6,82,661.81,74,6
3086,remember,2,63,590.58,45,61
3087,maybe,1,63,40.37,60,27
3088,account,8,95,429.42,77,57
3089,deal,7,53,357.07,13,55
3090,grow,2,51,411.52,94,40
3091,hit,2,19,40.19,83,61
3092,rule,8,67,216.95,31,44
3093,article,5,49,493.69,25,45
3094,always,4,1,70.58,85,50
3095,the,3,1,169.45,38,61
3096,practice,3,64,67.77,42,68
3097,community,2,3,64.58,11,33
3098,white,7,79,381.71,66,22
3099,collection,6,94,777.58,17,87
3100,development,5,97,129.05,20,6
3101,short,4,94,655.76,68,74
3102,your,5,87,666.19,18,38
3103,policy,7,74,188.89,79,84
3104,board,1,63,881.53,87,34
3105,staff,6,48,789.01,63,98
3106,both,4,51,379.3,4,67
3107,rich,8,87,38.3,83,26
3108,add,7,87,574.98,99,64
3109,report,2,94,611.03,79,69
3110,serious,7,65,536.41,100,89
3111,system,6,41,363.84,80,51
3112,purpose,1,13,157.04,68,13
3113,beat,8,83,265.24,83,30
3114,similar,2,72,365.99,6,27
3115,thousand,6,33,551.81,34,61
3116,final,8,24,157.44,54,1
3117,staff,2,50,466.21,62,9
3118,book,5,47,791.41,41,33
3119,read,7,88,883.08,67,37
3120,oil,3,94,607.98,56,51
3121,stock,8,24,65.52,63,25
3122,collection,6,37,767.17,67,98
3123,human,6,66,428.64,19,93
3124,than,5,50,952.05,21,23
3125,share,3,12,355.73,21,55
3126,learn,6,46,167.54,23,28
3127,teach,7,89,436.24,4,55
3128,television,4,90,671.63,47,4
3129,executive,7,45,161.18,49,6
3130,idea,3,95,940.13,33,30
3131,argue,3,59,547.51,5,50
3132,my,6,13,344.09,32,59
3133,yes,6,27,376.11,13,44
3134,prove,1,4,692.38,43,77
3135,become,5,60,272.52,10,19
3136,person,2,31,858.66,33,25
3137,them,7,100,420.23,11,97
3138,attorney,4,38,755.71,0,78
3139,prove,3,19,463.74,47,19
3140,body,4,19,101.57,8,1
3141,bit,6,22,431.61,89,29
3142,land,2,62,813.32,24,31
3143,ability,2,86,178.43,78,20
3144,affect,3,39,314.71,91,75
3145,own,3,45,681.54,83,38
3146,new,8,16,516.37,28,4
3147,serve,8,6,206.67,67,64
3148,economy,1,35,840.13,98,23
3149,perform,1,45,53.42,24,7
3150,nor,7,20,113.86,94,29
3151,nice,8,35,23.26,99,30
3152,address,3,70,511.79,88,79
3153,red,7,73,881.41,41,99
3154,bank,7,5,823.04,66,44
3155,official,1,49,77.4,96,41
3156,current,4,61,42.7,61,55
3157,food,6,83,318.36,12,74
3158,social,5,95,197.34,19,41
3159,somebody,3,3,819.3,95,55
3160,involve,6,93,640.8,86,9
3161,support,4,100,503.89,89,38
3162,other,7,50,582.84,55,47
3163,thousand,3,31,999.04,70,31
3164,off,6,1,165.95,34,30
3165,itself,3,87,969.4,41,50
3166,law,2,83,674.14,60,16
3167,rock,5,64,922.19,20,59
3168,often,1,16,669.95,63,80
3169,perform,4,77,705.15,87,17
3170,box,7,73,313.75,40,47
3171,society,6,82,764.87,36,39
3172,energy,7,64,948.27,0,22
3173,center,6,10,623.38,86,23
3174,task,6,60,359.61,23,30
3175,respond,7,65,405.57,34,97
3176,study,8,65,745.92,59,18
3177,choice,5,1,717.38,64,5
3178,subject,1,68,996.74,85,44
3179,government,6,86,360.26,15,37
