order_id,customer_id,product_id,shipping_id,payment_id,return_id,quantity,order_date
1725,29,100,73,40,23,2,2024-01-10 16:55:57.670945
1726,65,20,48,60,90,4,2024-01-26 12:32:39.780311
1727,69,78,72,70,10,8,2024-02-09 02:44:45.335459
1728,67,29,87,33,64,5,2024-09-05 11:03:48.698272
1729,10,30,92,69,64,5,2024-03-18 14:37:42.381669
1730,82,78,5,61,91,8,2024-03-28 11:07:01.519874
1731,93,86,69,67,6,10,2024-05-01 10:48:14.837166
1732,32,88,81,65,33,5,2024-09-03 20:17:33.835673
1733,17,21,91,53,37,5,2024-09-04 09:52:36.402585
1734,25,43,75,10,46,6,2024-02-14 08:38:58.561598
1735,98,31,29,74,98,10,2024-04-18 23:51:03.057590
1736,10,59,18,70,76,4,2024-06-02 00:23:52.075171
1737,85,87,93,67,5,2,2024-09-15 21:27:32.142825
1738,25,68,87,71,35,10,2024-06-24 13:40:49.091170
1739,28,72,22,15,30,4,2024-02-04 00:37:43.318053
1740,28,47,66,83,38,6,2024-06-14 13:36:16.710587
1741,50,52,16,52,68,6,2024-06-18 17:53:29.426620
1742,92,73,100,60,69,4,2024-06-15 03:20:17.169149
1743,65,46,44,31,25,3,2024-08-15 11:51:39.810432
1744,51,97,27,11,70,7,2024-02-04 20:04:50.449810
1745,12,53,67,17,24,8,2024-05-26 00:30:58.711045
1746,45,19,53,53,98,6,2024-08-12 21:31:04.687603
1747,88,39,63,64,45,2,2024-02-26 05:52:56.486141
1748,9,2,94,30,43,10,2024-03-31 22:39:36.763783
1749,11,47,62,22,84,8,2024-01-23 04:04:26.995241
1750,62,98,3,48,12,9,2024-05-20 00:02:59.985093
1751,85,96,54,46,5,10,2024-09-06 11:01:43.253558
1752,65,93,78,21,61,3,2024-07-03 16:56:24.073037
1753,74,23,46,23,79,2,2024-04-21 11:43:50.212535
1754,15,48,92,63,26,7,2024-02-25 05:28:50.692632
1755,40,66,21,22,75,4,2024-02-13 10:08:19.812817
1756,100,89,15,30,72,9,2024-05-22 08:37:22.124818
1757,63,8,70,84,74,3,2024-01-04 18:29:14.608332
1758,55,21,52,73,70,7,2024-07-30 17:33:43.576260
1759,82,48,19,100,60,4,2024-04-22 14:48:51.683115
1760,6,19,100,60,13,7,2024-08-01 13:28:27.758658
1761,69,30,83,97,90,4,2024-04-19 11:16:36.239345
1762,66,19,31,18,63,9,2024-06-01 03:41:22.167437
1763,9,78,39,15,17,3,2024-02-19 21:41:46.263022
1764,91,7,25,87,31,5,2024-05-09 00:45:56.376858
1765,38,38,67,6,65,6,2024-09-07 07:49:10.497139
1766,81,55,10,28,94,5,2024-07-15 01:15:16.828461
1767,42,80,53,57,7,3,2024-08-26 19:07:45.187173
1768,17,96,69,5,13,6,2024-06-26 16:47:43.915534
1769,36,29,41,67,64,7,2024-09-19 06:38:18.108554
1770,80,92,68,90,39,4,2024-08-05 16:40:01.866954
1771,80,100,95,37,11,8,2024-03-24 01:58:15.203364
1772,75,71,19,13,30,5,2024-05-26 20:21:19.692565
1773,13,9,16,95,42,7,2024-07-30 11:46:29.775433
1774,12,22,36,55,19,2,2024-04-02 09:21:58.369676
1775,47,3,51,70,6,3,2024-02-12 03:10:19.560655
1776,84,34,38,42,39,4,2024-05-05 23:02:21.859452
1777,12,36,64,25,34,4,2024-02-20 13:42:23.654962
1778,66,96,80,72,65,3,2024-07-05 03:55:41.528478
1779,34,24,9,80,22,10,2024-03-31 20:30:10.621377
1780,81,45,1,45,63,9,2024-04-22 22:40:59.290154
1781,43,7,73,18,62,7,2024-04-17 12:09:54.883962
1782,10,84,24,97,52,8,2024-04-10 10:44:36.417680
1783,76,40,22,76,66,4,2024-04-22 16:33:11.075686
1784,40,63,20,12,2,10,2024-06-04 04:44:55.421257
1785,59,39,81,8,30,5,2024-08-02 00:42:30.458829
1786,59,61,43,73,79,3,2024-04-09 20:39:03.729479
1787,25,51,94,52,94,6,2024-08-15 07:50:15.410893
1788,16,60,18,48,43,6,2024-01-31 22:56:45.347746
1789,8,46,79,38,88,4,2024-06-26 21:14:01.358547
1790,63,100,79,69,17,9,2024-05-17 23:46:50.243134
1791,31,14,2,79,89,7,2024-09-10 15:34:34.192299
1792,47,77,54,90,83,2,2024-08-07 17:15:44.658470
1793,92,83,27,41,79,4,2024-01-12 13:26:11.033265
1794,45,42,95,92,24,6,2024-01-25 12:17:13.363796
1795,7,47,62,34,68,7,2024-08-29 00:19:47.474190
1796,42,87,96,93,20,3,2024-05-06 05:20:43.218912
1797,34,31,87,6,85,7,2024-06-16 23:56:47.752691
1798,65,99,96,37,23,3,2024-07-23 05:24:22.739038
1799,50,79,99,77,17,6,2024-02-27 04:08:55.339115
1800,26,25,10,29,77,8,2024-03-12 18:59:47.419085
1801,41,12,22,77,9,6,2024-06-21 02:53:50.957028
1802,78,7,55,74,51,1,2024-04-28 12:22:23.884190
1803,37,13,23,28,7,10,2024-05-04 10:04:40.023201
1804,10,54,66,26,5,1,2024-01-19 06:24:42.522327
1805,73,68,85,52,25,7,2024-07-09 22:46:58.974350
1806,88,15,29,19,37,8,2024-04-16 08:17:24.380824
1807,91,3,37,33,81,5,2024-06-16 06:55:08.440615
1808,53,46,69,21,20,2,2024-09-08 14:41:22.169628
1809,74,23,8,25,42,9,2024-03-30 06:33:31.695282
1810,60,30,83,28,35,7,2024-02-03 09:40:16.380957
1811,38,64,91,7,65,1,2024-09-19 13:15:28.621583
1812,18,97,60,53,46,2,2024-05-13 14:53:19.637004
1813,4,59,24,5,69,6,2024-01-30 15:04:49.835127
1814,90,96,17,40,92,10,2024-01-27 08:53:16.106962
1815,78,78,69,72,22,9,2024-05-28 08:32:04.321394
1816,56,92,90,99,33,4,2024-03-19 22:54:32.413221
1817,46,66,78,97,88,9,2024-08-29 08:32:41.294824
1818,61,48,71,70,36,5,2024-01-26 08:55:41.569592
1819,64,36,6,10,97,4,2024-08-16 15:02:14.741296
1820,28,87,87,18,72,5,2024-09-22 08:47:00.224708
1821,54,44,100,22,68,3,2024-08-07 02:56:48.722746
1822,61,12,36,81,30,10,2024-08-26 21:36:14.816540
1823,54,70,47,14,38,4,2024-07-01 09:21:20.488099
1824,46,47,83,66,56,6,2024-02-03 19:03:32.431298
1825,46,100,37,29,67,1,2024-04-29 23:37:38.078807
1826,7,5,85,15,77,10,2024-01-14 22:25:25.110138
1827,24,54,37,23,51,6,2024-04-24 13:18:37.016714
1828,70,18,67,69,45,4,2024-02-03 00:15:50.563695
1829,6,26,2,44,57,1,2024-04-07 01:01:10.796617
1830,81,65,31,14,73,8,2024-06-25 17:47:23.620874
1831,41,36,94,66,43,10,2024-04-10 20:47:37.982837
1832,1,95,84,6,17,2,2024-06-05 11:05:26.719563
1833,14,37,77,85,56,6,2024-08-27 00:40:05.939121
1834,44,30,89,52,82,1,2024-01-07 14:05:34.257552
1835,54,24,14,81,98,4,2024-01-09 14:48:55.279548
1836,61,91,4,70,79,4,2024-03-27 09:22:31.567295
1837,48,5,22,45,58,7,2024-04-21 20:27:05.138643
1838,17,9,15,10,20,9,2024-08-13 10:08:11.959768
1839,94,45,55,57,60,6,2024-04-07 17:28:21.573521
1840,82,90,44,73,51,10,2024-02-08 12:47:37.834670
1841,86,17,23,35,54,9,2024-05-11 10:15:19.584033
1842,86,64,27,42,46,9,2024-08-09 04:10:07.006661
1843,2,39,35,78,7,2,2024-07-08 10:22:47.965807
1844,28,83,29,29,94,8,2024-02-05 03:36:55.329060
1845,87,96,41,10,3,1,2024-04-10 03:19:01.801060
1846,48,46,57,6,58,9,2024-03-14 01:22:42.109991
1847,49,68,22,67,46,9,2024-08-13 21:56:25.078959
1848,32,73,45,43,27,10,2024-06-28 07:56:02.722427
1849,77,49,53,97,29,9,2024-03-06 10:36:05.359884
1850,86,50,13,58,7,2,2024-07-05 07:34:52.367182
1851,93,37,92,78,67,9,2024-07-17 17:58:36.976806
1852,38,15,14,6,47,4,2024-05-15 23:10:35.587459
1853,44,49,85,73,2,1,2024-03-24 10:39:50.430173
1854,77,19,24,54,56,10,2024-08-19 11:07:58.393009
1855,95,39,23,46,54,3,2024-06-06 09:43:33.344095
1856,32,95,58,41,2,1,2024-09-15 11:50:08.582358
1857,57,31,75,42,98,6,2024-08-20 06:35:40.512047
1858,68,32,49,95,62,10,2024-08-03 04:49:35.840771
1859,100,6,76,56,54,8,2024-06-28 10:05:12.783149
1860,43,84,87,96,35,8,2024-04-16 11:46:59.101958
1861,74,15,64,9,62,3,2024-05-24 04:44:48.644349
1862,62,54,29,87,96,4,2024-01-03 21:25:04.656810
1863,66,45,71,2,85,2,2024-01-16 15:20:51.919125
1864,7,20,78,75,1,7,2024-09-11 00:37:14.571786
1865,5,23,52,51,91,9,2024-02-28 08:07:24.521459
1866,42,36,68,78,70,2,2024-09-08 08:59:46.808900
1867,26,91,66,66,26,2,2024-02-11 02:14:06.903097
1868,82,14,6,100,59,4,2024-05-25 10:44:03.232608
1869,5,79,20,97,13,5,2024-05-07 20:02:10.305045
1870,54,49,17,84,30,4,2024-01-08 14:28:14.957459
1871,83,89,52,39,27,6,2024-03-13 11:38:40.755110
1872,71,11,41,74,26,4,2024-08-30 20:31:31.078616
1873,12,6,39,58,90,1,2024-07-17 00:15:55.237863
1874,47,55,84,34,5,2,2024-01-02 07:36:04.924078
1875,4,52,28,30,73,2,2024-08-12 18:04:00.490839
1876,85,15,79,87,64,7,2024-05-23 19:58:55.933047
1877,15,88,99,98,6,10,2024-02-20 03:10:46.252578
1878,2,85,31,57,26,6,2024-08-13 15:01:34.152683
1879,61,21,16,72,55,7,2024-01-06 08:49:11.914148
1880,10,92,12,81,79,8,2024-08-15 12:21:51.518716
1881,92,85,2,69,74,1,2024-05-20 09:18:30.974067
1882,84,100,1,42,36,5,2024-03-06 02:12:06.259172
1883,59,78,62,19,47,7,2024-09-12 07:27:10.921105
1884,44,19,49,66,68,8,2024-01-07 17:27:54.661263
1885,83,19,50,27,38,4,2024-06-11 22:53:34.997405
1886,48,33,74,88,61,8,2024-03-20 16:04:39.309121
1887,37,65,98,47,33,2,2024-04-16 08:53:45.747792
1888,89,82,65,53,91,9,2024-03-25 12:29:50.960241
1889,41,84,84,20,84,6,2024-04-01 03:34:33.622587
1890,66,91,22,84,12,5,2024-07-09 16:26:32.178600
1891,27,62,82,87,94,1,2024-04-05 15:33:19.830853
1892,73,45,22,90,74,3,2024-03-17 16:31:24.295913
1893,75,43,20,19,11,1,2024-03-21 21:25:32.316133
1894,39,98,100,99,34,7,2024-04-21 06:31:52.699040
1895,34,54,60,59,75,9,2024-09-23 06:23:52.397025
1896,78,37,79,8,87,5,2024-08-23 22:28:55.270900
1897,56,65,65,61,7,4,2024-06-09 20:56:58.872463
1898,3,25,98,86,43,7,2024-04-05 17:17:03.164221
1899,88,54,30,18,6,1,2024-04-02 07:18:58.388353
1900,15,12,45,19,97,7,2024-08-31 05:58:25.020300
1901,14,32,80,39,21,6,2024-02-06 05:40:37.239567
1902,68,7,29,71,4,2,2024-06-06 06:11:43.972962
1903,41,59,59,36,82,10,2024-04-26 20:20:35.894745
1904,61,20,30,20,64,8,2024-01-23 01:58:18.079226
1905,12,54,8,35,42,6,2024-03-11 19:18:58.870860
1906,32,32,45,63,43,3,2024-08-08 14:21:53.576384
1907,43,44,2,1,21,5,2024-02-17 07:57:05.519598
1908,72,15,28,98,55,3,2024-03-15 09:11:55.623042
1909,70,89,73,11,4,9,2024-07-16 10:21:03.413642
1910,16,20,16,59,54,1,2024-05-10 19:57:39.368912
1911,11,10,58,90,66,2,2024-02-02 11:08:13.217640
1912,97,39,87,79,39,5,2024-03-06 05:51:34.852286
1913,54,47,93,98,43,10,2024-04-06 12:39:28.010692
1914,44,42,16,48,91,8,2024-02-26 23:09:10.497066
1915,6,37,34,73,17,3,2024-04-27 14:58:09.537661
1916,75,41,85,95,100,6,2024-02-21 15:47:31.060222
1917,90,31,46,78,15,1,2024-01-04 06:55:23.627458
1918,56,40,14,4,58,5,2024-01-22 11:02:41.945620
1919,39,59,40,67,47,10,2024-01-10 20:30:21.548525
1920,52,80,82,54,49,8,2024-02-04 03:14:24.686726
1921,12,77,36,47,65,2,2024-06-05 08:06:54.957877
1922,73,36,79,52,26,10,2024-01-16 11:18:52.467159
1923,3,17,2,18,52,1,2024-03-01 08:41:34.441619
1924,28,3,15,70,3,1,2024-08-04 09:05:51.681886
1925,7,11,24,45,26,5,2024-08-01 13:36:53.394804
1926,81,21,19,15,50,9,2024-05-16 00:32:53.823407
1927,31,8,55,66,12,2,2024-01-07 05:41:44.211168
1928,11,21,70,22,100,6,2024-09-05 03:37:30.594685
1929,75,11,68,35,17,10,2024-08-22 13:42:04.432441
1930,26,100,84,71,39,2,2024-04-03 13:13:45.125014
1931,64,19,52,59,25,7,2024-05-03 17:20:48.614353
1932,9,49,28,96,32,8,2024-01-02 10:00:31.530395
1933,32,27,44,48,90,5,2024-01-29 20:49:15.383325
1934,96,16,64,10,11,2,2024-01-06 11:44:35.671496
1935,50,49,7,13,1,3,2024-07-28 01:23:31.537062
1936,30,85,29,90,99,6,2024-05-24 02:48:21.063267
1937,53,87,6,74,42,10,2024-05-14 09:16:34.499028
1938,67,71,58,75,76,3,2024-03-24 15:58:09.833750
1939,48,20,81,32,84,8,2024-09-18 06:34:47.378546
1940,55,60,85,29,91,6,2024-01-16 14:48:26.015318
1941,39,32,48,76,25,4,2024-01-21 23:34:43.655581
1942,16,45,32,27,6,8,2024-03-19 05:01:07.643040
1943,55,99,51,84,88,7,2024-07-25 01:08:12.826320
1944,6,11,65,62,49,2,2024-06-12 12:10:19.687583
1945,64,13,70,97,18,3,2024-03-27 10:30:20.728932
1946,42,31,87,72,42,4,2024-07-30 02:01:38.800030
1947,32,51,11,4,34,1,2024-07-19 16:02:55.414603
1948,23,11,19,56,89,8,2024-04-12 06:30:43.466518
1949,26,24,49,13,51,7,2024-08-10 00:14:00.799894
1950,43,22,3,63,74,9,2024-05-26 23:58:26.556447
1951,5,65,34,100,78,10,2024-06-24 20:31:20.507004
1952,30,48,57,34,1,6,2024-02-03 08:19:38.473150
1953,95,97,57,50,74,8,2024-01-23 00:12:03.483144
1954,5,16,7,4,84,4,2024-06-05 08:35:16.852204
1955,1,60,90,73,41,10,2024-08-07 09:38:21.262915
1956,14,4,26,66,61,9,2024-08-21 01:55:34.118798
1957,22,71,39,61,85,2,2024-07-15 14:18:17.971157
1958,47,63,19,91,10,1,2024-04-13 18:32:29.113519
1959,33,26,52,35,9,4,2024-06-28 20:35:13.342920
1960,51,74,59,36,64,7,2024-08-29 16:26:58.750335
1961,42,14,84,38,55,2,2024-01-15 00:10:12.801438
1962,48,2,94,88,42,7,2024-03-17 10:28:53.755525
1963,4,28,85,30,96,7,2024-07-22 20:20:11.673588
1964,11,27,95,96,93,10,2024-07-21 00:16:40.429322
1965,77,28,7,89,84,6,2024-01-10 15:09:33.848825
1966,32,73,43,52,36,3,2024-06-01 00:54:04.300370
1967,30,38,74,28,21,1,2024-06-01 04:10:41.223452
1968,64,37,22,43,88,3,2024-04-02 14:06:08.256660
1969,88,42,34,6,39,1,2024-02-23 18:58:03.996373
1970,53,47,50,63,61,2,2024-05-30 17:45:41.762868
1971,15,96,19,81,65,1,2024-07-30 18:46:18.871027
1972,79,67,44,13,90,8,2024-07-19 06:08:50.800085
1973,27,48,79,49,46,9,2024-03-03 04:03:37.750587
1974,26,3,62,89,79,2,2024-05-24 23:28:47.187635
1975,3,70,20,52,28,8,2024-06-09 16:20:35.576646
1976,15,32,13,52,5,4,2024-01-21 04:37:45.806642
1977,98,22,5,48,67,7,2024-05-13 03:57:37.968860
1978,86,18,49,90,14,5,2024-08-14 01:34:02.687120
1979,15,65,23,85,37,10,2024-01-11 14:39:50.306626
1980,56,1,29,49,96,10,2024-01-05 23:46:06.900306
1981,14,93,29,40,37,4,2024-05-10 16:51:03.370249
1982,19,29,41,15,30,3,2024-05-20 19:39:29.828697
1983,65,58,18,5,61,8,2024-03-05 20:32:09.046522
1984,28,76,50,78,82,6,2024-06-12 16:51:28.589789
1985,61,16,59,90,3,6,2024-07-31 19:42:15.744952
1986,100,36,42,4,76,3,2024-07-21 13:43:22.677417
1987,85,87,11,94,26,10,2024-01-08 03:02:14.164341
1988,83,63,73,27,85,9,2024-06-19 17:57:08.882797
1989,2,10,54,63,100,4,2024-06-15 00:00:05.398811
1990,18,42,46,13,85,1,2024-07-17 13:36:12.937273
1991,53,27,99,1,39,9,2024-05-28 09:27:14.133621
1992,89,95,28,31,19,9,2024-07-25 10:55:54.403241
1993,95,40,78,36,66,10,2024-07-20 22:32:49.087904
1994,50,38,37,99,14,10,2024-01-25 22:35:40.768056
1995,95,3,42,99,2,1,2024-02-09 21:00:19.969862
1996,58,50,49,1,52,10,2024-07-25 18:42:39.967300
1997,44,70,2,99,26,5,2024-09-09 08:42:52.452597
1998,48,80,35,12,72,9,2024-06-29 22:48:46.966601
1999,56,86,36,24,30,8,2024-07-27 21:47:57.789550
2000,37,86,68,86,24,8,2024-05-10 00:26:45.022881
2001,91,63,71,68,26,6,2024-06-28 20:50:57.647987
2002,34,77,22,28,14,3,2024-05-14 21:23:21.130820
2003,91,88,21,95,10,8,2024-08-01 01:10:08.809913
2004,60,79,28,90,96,5,2024-09-23 14:14:30.771010
2005,25,73,43,44,79,2,2024-06-24 10:50:57.384131
2006,78,73,35,65,46,9,2024-02-07 14:08:09.425597
2007,94,26,43,92,45,2,2024-09-18 01:58:13.807567
2008,44,92,4,16,66,3,2024-09-04 09:24:26.953704
2009,35,86,39,6,88,3,2024-07-22 12:47:31.091374
2010,75,18,32,86,56,8,2024-08-03 05:33:30.329437
2011,99,3,81,24,34,10,2024-08-28 19:47:32.397149
2012,60,81,11,31,79,10,2024-09-01 00:47:10.784531
2013,100,13,73,38,9,4,2024-02-13 13:10:00.781551
2014,28,98,1,29,60,9,2024-05-16 03:38:32.791483
2015,29,98,34,20,23,2,2024-09-10 20:54:53.312476
2016,58,86,96,73,75,8,2024-06-27 09:56:31.518694
2017,30,96,27,84,3,1,2024-07-05 10:51:32.225372
2018,34,15,35,57,54,1,2024-03-07 03:02:26.826267
2019,81,47,44,93,83,4,2024-09-11 09:02:28.249510
2020,29,66,22,63,32,10,2024-01-17 00:04:35.165336
2021,55,99,51,2,49,1,2024-04-14 14:40:18.662675
2022,89,6,48,85,12,1,2024-05-08 02:42:55.535937
2023,35,63,34,84,37,2,2024-01-18 03:25:55.152372
2024,69,48,94,39,5,8,2024-07-01 21:05:51.915886
2025,89,39,7,88,82,7,2024-06-29 11:29:33.792063
2026,3,76,25,55,16,8,2024-02-24 08:22:41.120667
2027,54,18,9,10,15,9,2024-03-07 14:36:50.231247
2028,16,11,43,85,96,9,2024-04-24 12:56:01.237614
2029,25,49,20,54,99,3,2024-03-06 21:03:41.758778
2030,58,95,52,55,60,5,2024-05-22 08:25:03.784841
2031,39,41,78,1,73,7,2024-09-13 09:17:27.660397
2032,14,40,16,39,24,7,2024-09-08 00:31:02.278921
2033,48,50,47,96,59,6,2024-04-05 19:55:23.973865
2034,65,81,36,41,59,5,2024-06-24 12:00:07.322579
2035,72,100,98,31,67,9,2024-01-05 02:18:20.165981
2036,73,52,59,63,2,5,2024-06-18 06:07:03.134046
2037,70,60,86,81,57,5,2024-08-11 01:59:58.149662
2038,66,38,7,32,55,10,2024-08-17 22:04:02.669190
2039,18,30,30,87,97,7,2024-08-12 18:33:27.994519
2040,58,57,61,30,38,3,2024-04-21 00:53:51.282073
2041,16,78,70,85,76,3,2024-01-06 01:59:56.234420
2042,69,51,58,60,46,1,2024-08-31 18:19:54.571250
2043,79,4,53,38,74,4,2024-05-08 08:58:22.773019
2044,17,31,87,69,70,2,2024-04-07 07:08:24.601950
2045,23,49,20,90,8,3,2024-01-08 13:32:53.934280
2046,45,3,92,10,57,10,2024-06-27 17:57:42.561139
2047,39,80,55,45,31,1,2024-04-27 05:22:48.308171
2048,74,60,76,62,55,9,2024-06-15 08:27:40.204404
2049,72,76,42,38,50,2,2024-09-22 02:43:34.454444
2050,4,67,62,56,100,9,2024-08-13 04:49:18.790246
2051,82,93,61,74,82,9,2024-08-25 04:08:22.779288
2052,3,33,50,67,95,1,2024-06-23 03:02:48.104247
2053,26,31,58,62,69,8,2024-07-26 17:33:30.491702
2054,65,52,28,94,72,2,2024-06-29 06:12:24.451794
2055,99,16,18,88,32,9,2024-06-04 12:46:41.403028
2056,16,49,91,66,76,5,2024-02-12 09:04:32.401724
2057,38,74,68,78,6,5,2024-03-22 05:00:14.557236
2058,8,100,22,79,83,1,2024-02-19 15:50:00.459956
2059,76,3,13,9,91,8,2024-09-16 19:28:11.079564
2060,95,91,7,9,86,10,2024-09-14 20:03:14.861603
2061,41,81,5,32,7,9,2024-03-08 05:53:35.288257
2062,95,42,91,89,79,3,2024-03-12 02:09:40.345990
2063,69,55,68,74,5,8,2024-09-08 17:59:32.878201
2064,42,41,52,78,38,5,2024-01-06 09:38:41.957814
2065,79,91,8,7,13,6,2024-09-03 20:21:57.892117
2066,18,49,16,23,70,9,2024-09-10 04:56:18.703137
2067,31,95,71,3,64,10,2024-01-01 23:10:38.901905
2068,72,71,38,63,58,10,2024-01-21 03:05:37.876034
2069,36,17,88,81,91,4,2024-09-17 19:26:00.376718
2070,88,2,93,22,89,10,2024-06-29 12:38:39.498739
2071,66,9,8,34,43,4,2024-01-01 02:18:49.840044
2072,44,80,44,86,76,3,2024-02-08 08:38:41.742785
2073,83,17,43,58,94,3,2024-06-05 02:34:26.077755
2074,12,75,74,16,23,9,2024-07-04 09:22:52.713658
2075,65,54,60,54,74,9,2024-09-01 00:53:57.040437
2076,31,32,69,37,98,7,2024-09-02 06:43:25.948892
2077,21,29,35,51,34,8,2024-01-13 06:16:33.686510
2078,52,27,36,52,52,2,2024-07-16 09:13:56.734578
2079,97,82,11,100,56,8,2024-05-07 22:27:24.854453
2080,50,34,73,23,27,6,2024-02-02 00:08:10.881326
2081,7,81,93,1,35,7,2024-09-23 00:33:34.614920
2082,75,74,28,61,91,1,2024-08-08 10:01:36.190507
2083,71,21,99,4,7,5,2024-06-16 06:22:29.352533
2084,17,99,61,30,9,4,2024-02-11 05:09:51.908648
2085,90,46,83,32,96,4,2024-04-01 06:04:41.386607
2086,49,51,74,53,89,4,2024-06-14 22:39:24.407440
2087,51,54,100,30,70,1,2024-09-09 21:23:25.951733
2088,38,23,66,40,56,10,2024-01-10 06:10:34.936420
2089,81,6,67,73,44,2,2024-01-09 15:26:51.660872
2090,91,25,61,68,6,9,2024-03-29 07:35:18.836649
2091,42,15,73,26,97,1,2024-04-10 18:03:54.585996
2092,67,73,52,31,20,8,2024-06-01 11:27:52.577124
2093,62,37,4,91,60,4,2024-08-13 09:41:14.669177
2094,37,31,4,36,60,3,2024-09-19 18:59:07.549688
2095,26,43,80,63,81,8,2024-05-22 02:29:30.448686
2096,60,10,36,77,31,6,2024-06-19 12:06:11.734246
2097,63,49,63,71,16,5,2024-05-05 02:10:13.172142
2098,14,6,11,65,60,6,2024-07-29 03:53:33.550914
2099,8,57,36,48,80,10,2024-04-24 08:57:22.661916
2100,83,15,32,50,14,5,2024-08-13 18:53:42.421527
2101,90,94,52,15,48,3,2024-06-21 11:08:42.424373
2102,86,70,49,36,22,7,2024-06-13 21:08:16.207211
2103,55,65,83,41,22,8,2024-07-03 12:42:12.396994
2104,61,87,75,8,3,9,2024-04-02 09:49:58.914914
2105,1,39,69,81,45,1,2024-04-02 20:28:43.044097
2106,64,33,52,58,76,5,2024-05-23 18:10:48.408314
2107,61,16,73,100,89,6,2024-06-28 12:02:54.880519
2108,20,60,51,80,79,9,2024-02-18 19:00:19.785161
2109,97,40,46,83,83,4,2024-07-22 19:10:01.418888
2110,61,80,37,45,72,1,2024-06-02 09:52:35.580965
2111,96,60,57,99,32,1,2024-02-11 06:02:29.731628
2112,35,91,100,39,11,7,2024-03-29 00:31:41.432385
2113,23,1,27,21,70,7,2024-05-24 21:22:16.588146
2114,30,18,45,16,73,3,2024-02-15 09:39:13.855587
2115,90,83,90,27,17,8,2024-08-07 09:18:32.947947
2116,32,71,74,41,9,3,2024-03-15 01:33:33.194383
2117,85,45,90,11,57,4,2024-05-01 06:17:57.704022
2118,54,92,42,91,6,8,2024-08-01 04:24:26.917879
2119,42,13,89,92,63,3,2024-09-21 05:16:32.617125
2120,53,4,32,9,37,6,2024-02-20 03:55:22.570628
2121,20,26,22,71,80,2,2024-02-08 04:58:49.147267
2122,43,90,51,94,37,8,2024-04-10 13:55:49.485238
2123,68,48,81,80,6,8,2024-07-30 20:34:00.748419
2124,68,77,13,78,79,5,2024-03-04 08:11:54.286731
2125,51,5,39,38,44,7,2024-03-06 21:43:12.682400
2126,36,62,25,4,71,7,2024-05-02 18:57:45.867700
2127,31,87,26,57,33,1,2024-04-15 12:59:07.923962
2128,72,81,32,12,74,9,2024-07-13 16:45:54.999725
2129,91,90,68,13,30,7,2024-05-18 17:38:36.748496
2130,78,54,10,22,95,8,2024-02-28 02:19:43.829706
2131,63,54,50,76,89,1,2024-06-28 01:31:01.414147
2132,96,26,75,4,7,8,2024-08-06 03:04:50.252514
2133,97,13,53,35,44,10,2024-03-22 02:14:50.484164
2134,60,79,31,93,28,5,2024-03-06 12:59:57.842312
2135,29,38,89,19,47,10,2024-09-14 23:41:42.250996
2136,99,19,22,81,13,6,2024-07-15 19:27:37.832250
2137,4,15,32,34,43,1,2024-08-17 21:51:17.932038
2138,4,67,64,75,85,4,2024-01-21 05:14:58.974753
2139,5,87,78,68,83,5,2024-05-31 14:16:07.636923
2140,20,65,92,9,53,9,2024-06-08 12:56:32.483393
2141,28,43,47,98,42,7,2024-08-09 08:40:55.333824
2142,91,56,71,56,9,2,2024-08-10 06:36:23.234610
2143,37,7,10,5,21,10,2024-01-01 17:39:50.019821
2144,76,36,51,15,94,5,2024-08-19 21:01:38.892852
2145,11,78,16,41,8,9,2024-08-20 11:52:01.778146
2146,100,73,77,73,100,10,2024-08-06 14:06:26.025353
2147,66,26,76,85,23,9,2024-03-24 11:20:23.887515
2148,58,59,81,84,2,7,2024-01-01 14:26:17.070940
2149,28,67,60,98,5,5,2024-02-04 01:42:33.043899
2150,32,74,52,17,99,7,2024-04-08 08:29:44.386488
2151,56,79,15,50,71,7,2024-09-23 04:17:38.835685
2152,17,25,2,66,79,7,2024-04-02 23:31:35.078365
2153,80,96,60,59,99,3,2024-08-11 11:56:23.482284
2154,27,34,65,74,51,2,2024-01-08 03:05:57.354624
2155,25,80,100,26,80,10,2024-03-29 18:29:00.758866
2156,26,2,75,37,15,1,2024-08-04 21:08:10.890177
2157,59,66,81,6,17,7,2024-01-11 04:43:20.540317
2158,96,54,64,2,58,4,2024-03-31 09:44:33.639782
2159,66,37,60,85,59,5,2024-06-15 00:55:46.906888
2160,67,7,92,55,53,8,2024-05-23 14:31:30.615296
2161,60,29,90,52,5,6,2024-02-29 13:41:07.306312
2162,66,54,88,84,24,7,2024-07-12 13:47:06.530627
2163,86,60,4,85,60,8,2024-01-08 07:31:31.998003
2164,17,33,50,100,13,6,2024-03-23 10:18:42.148863
2165,41,49,36,14,5,5,2024-07-02 14:36:11.351391
2166,20,6,53,37,35,6,2024-02-29 23:52:09.746529
2167,61,70,27,7,61,1,2024-09-22 17:26:32.130600
2168,31,13,85,89,62,5,2024-06-26 14:32:54.885325
2169,94,68,69,13,81,1,2024-01-11 23:43:18.637109
2170,55,54,81,97,74,8,2024-04-05 18:54:41.562028
2171,61,85,90,59,100,8,2024-05-18 18:52:06.783781
2172,86,62,4,22,16,8,2024-03-15 04:22:38.454901
2173,72,81,70,2,75,3,2024-03-18 00:43:16.284545
2174,22,45,63,27,72,4,2024-01-08 15:29:58.730957
